source_idx,source_name,volume,issue,n_works,yr_min,yr_max,yr_spread,vol_typical_yr,yr_excess,years_and_counts,example_titles
12818680,Corporate Social Responsibility and Environmental Management,30,2,36,2020,2023,3,2022,2,"{2020: 1, 2022: 33, 2023: 2}",Impact of corporate social responsibility attributions on employee's extra‐role behaviors: Moderating role of ethical corporate identity and interpersonal trust
141478581,Journal of Enterprise Information Management,35,6,17,2019,2022,3,2021,2,"{2019: 1, 2020: 6, 2021: 6, 2022: 4}",An integrated Grey-DEMATEL approach for evaluating ICT adoption barriers in manufacturing SMEs
113509650,Journal of the Asia Pacific Economy,28,1,16,2020,2023,3,2021,2,"{2020: 2, 2021: 13, 2023: 1}",In Memoriam
57667410,Annals of Operations Research,330,1-2,30,2020,2023,3,2021,2,"{2020: 1, 2021: 16, 2022: 11, 2023: 2}",A simulation study on the Markov regime-switching zero-drift GARCH model
199447588,Journal of Public Economics,92,7,12,2005,2008,3,2007,2,"{2005: 1, 2007: 2, 2008: 9}","Labor Supply, Home Production and Welfare Comparisons"
133335107,Mathematical Finance,26,1,8,2013,2016,3,2014,2,"{2013: 6, 2016: 2}",Table of Contents | Editorial Policy
39841227,International Journal of Forecasting,38,4,28,2019,2022,3,2021,2,"{2019: 1, 2021: 16, 2022: 11}",Retail forecasting: Research and practice
180061323,The Review of Economics and Statistics,93,2,24,2008,2011,3,2010,2,"{2008: 2, 2010: 20, 2011: 2}",Too Young to Leave the Nest: The Effects of School Starting Age | Inside the War on Poverty: The Impact of Food Stamps on Birth Outcomes
57667410,Annals of Operations Research,218,1,19,2011,2014,3,2012,2,"{2011: 2, 2012: 12, 2013: 4, 2014: 1}",The practice and theory of automated timetabling
93630570,Journal of Product Innovation Management,33,3,11,2013,2016,3,2015,2,"{2013: 1, 2015: 7, 2016: 3}",Retraction
180061323,The Review of Economics and Statistics,100,2,12,2015,2018,3,2017,2,"{2015: 1, 2017: 10, 2018: 1}",Childhood Medicaid Coverage and Later Life Health Care Utilization
42678134,Journal of Hospitality & Tourism Research,46,5,12,2019,2022,3,2021,2,"{2019: 1, 2020: 7, 2021: 3, 2022: 1}",Impact of Travel Motivation on Tourist’s Attitude Toward Destination: Evidence of Mediating Effect of Destination Image
42192170,International Tax and Public Finance,19,3,6,2009,2012,3,2011,2,"{2009: 1, 2011: 4, 2012: 1}",Empirical Evidence on the Effects of Tax Incentives
37173775,European Journal of Law and Economics,40,3,9,2012,2015,3,2014,2,"{2012: 4, 2013: 3, 2014: 1, 2015: 1}",Evaluating the Office of Fair Trading’s ‘fee-paying schools’ intervention
23218617,Journal of International Trade & Economic Development,29,1,7,2017,2020,3,2019,2,"{2017: 1, 2019: 5, 2020: 1}","Did structural change account for productivity growth within manufacturing during the import substitution era? A historical appraisal of Mexico, Argentina, and Brazil"
147692640,Journal of Urban Economics,63,2,19,2005,2008,3,2007,2,"{2005: 1, 2007: 17, 2008: 1}",The Effects of Wal-Mart on Local Labor Markets
4210220312,International Journal of Logistics Research and Applications,27,3,5,2021,2024,3,2022,2,"{2021: 4, 2024: 1}",Integrated transport and logistics for sustainable global trade
88935262,The Review of Economic Studies,81,1,15,2011,2014,3,2013,2,"{2011: 1, 2013: 13, 2014: 1}",Individual Learning and Cooperation in Noisy Repeated Games
99768379,Management Learning,52,1,11,2018,2021,3,2020,2,"{2018: 4, 2020: 6, 2021: 1}",<i>Management Learning</i> in a time of crisis and opportunity
57667410,Annals of Operations Research,193,1,14,2008,2011,3,2010,2,"{2008: 1, 2010: 7, 2011: 6}",Multi-resource allocation in stochastic project scheduling
199447588,Journal of Public Economics,87,9-10,19,2000,2003,3,2002,2,"{2000: 1, 2002: 15, 2003: 3}",Why Pay More? Corporate Tax Avoidance Through Transfer Pricing in OECD Countries
57667410,Annals of Operations Research,203,1,18,2010,2013,3,2011,2,"{2010: 5, 2011: 6, 2012: 6, 2013: 1}",Mathematical programming approaches for dual multicast routing problem with multilayer risk cost
18095783,Journal of Business and Economic Statistics,36,1,16,2015,2018,3,2016,2,"{2015: 2, 2016: 9, 2017: 2, 2018: 3}",Adaptive Elastic Net GMM Estimation With Many Invalid Moment Conditions: Simultaneous Model and Moment Selection | Confidence Bands for ROC Curves With Serially Dependent Data
82316188,European Journal of Finance,23,7-9,11,2014,2017,3,2016,2,"{2014: 4, 2015: 6, 2017: 1}",Chinese capital markets: institutional reforms and growing global links
82316188,European Journal of Finance,22,4-6,12,2013,2016,3,2014,2,"{2013: 11, 2016: 1}",Chinese style capitalism: current development and future implications
37173775,European Journal of Law and Economics,43,1,8,2013,2016,3,2015,2,"{2013: 2, 2014: 2, 2015: 2, 2016: 2}","Products with nutrition and health claims in the Western Balkans: labelling behaviour, regulation and policy implications | Law and economics of training: a taxonomy of the main legal and institutional tools addressing suboptimal investments in human capital development"
57667410,Annals of Operations Research,188,1,23,2008,2011,3,2009,2,"{2008: 2, 2009: 11, 2010: 7, 2011: 3}",Stability preserving transformations of graphs | A branch-and-cut algorithm based on semidefinite programming for the minimum k-partition problem
579031,Economic Theory,74,4,7,2019,2022,3,2021,2,"{2019: 3, 2020: 2, 2021: 1, 2022: 1}",Two-stage contests with preferences over style
57667410,Annals of Operations Research,335,3,26,2021,2024,3,2023,2,"{2021: 11, 2022: 12, 2023: 2, 2024: 1}",Design and management of humanitarian supply chains for pandemics: lessons from COVID-19
78091837,Review of World Economics,145,4,9,2007,2010,3,2009,2,"{2007: 1, 2009: 7, 2010: 1}",Bilateral Trade of Cultural Goods
4210220312,International Journal of Logistics Research and Applications,27,1,10,2021,2024,3,2022,2,"{2021: 5, 2022: 4, 2024: 1}","Circular supply chain practices: challenges, innovation and development"
57667410,Annals of Operations Research,239,2,17,2013,2016,3,2014,2,"{2013: 2, 2014: 13, 2015: 1, 2016: 1}",Transient workload distribution in the $$M/G/1$$ M / G / 1 finite-buffer queue with single and multiple vacations
57667410,Annals of Operations Research,316,2,37,2019,2022,3,2021,2,"{2019: 1, 2020: 12, 2021: 15, 2022: 9}",A MIP-CP based approach for two- and three-dimensional cutting problems with staged guillotine cuts
4210168091,The Journal of Law Economics and Organization,31,4,7,2012,2015,3,2014,2,"{2012: 2, 2013: 1, 2015: 4}",Interpreting Circuit Court Voting Patterns: A Social Interactions Framework
199447588,Journal of Public Economics,89,11-12,15,2002,2005,3,2004,2,"{2002: 1, 2004: 1, 2005: 13}",Integration of Unemployment Insurance with Retirement Insurance
57667410,Annals of Operations Research,234,1,9,2012,2015,3,2014,2,"{2012: 1, 2013: 1, 2014: 4, 2015: 3}",Regional earthquake vulnerability assessment using a combination of MCDM methods
37173775,European Journal of Law and Economics,40,2,9,2012,2015,3,2014,2,"{2012: 5, 2013: 1, 2014: 2, 2015: 1}",Environmental tax and productivity in a decentralized context: new findings on the Porter hypothesis
187626162,Entrepreneurship Theory and Practice,38,1,10,2011,2014,3,2013,2,"{2011: 1, 2013: 8, 2014: 1}","Biohit: A Global, Family–Owned Company Embarking on a New Phase"
122767448,Journal of Management,40,6,12,2011,2014,3,2013,2,"{2011: 2, 2012: 9, 2014: 1}",The Characteristics of Quality Scholarly Submissions
99768379,Management Learning,52,3,10,2018,2021,3,2020,2,"{2018: 1, 2019: 3, 2020: 5, 2021: 1}","Book review: British universities in the brexit moment: Political, economic and cultural implications"
191005381,Defence and Peace Economics,29,3,7,2015,2018,3,2016,2,"{2015: 1, 2016: 5, 2018: 1}","War for profit: English corsairs, institutions and decentralised strategy"
122767448,Journal of Management,38,2,11,2009,2012,3,2010,2,"{2009: 1, 2010: 9, 2012: 1}",Team Empowerment and the Organizational Context
107036887,Asia Pacific Journal of Management,30,1,15,2010,2013,3,2012,2,"{2010: 1, 2011: 7, 2012: 6, 2013: 1}",Five dimensions of organizational citizenship behavior: Comparing antecedents and levels of engagement in China and the US
57667410,Annals of Operations Research,242,2,16,2013,2016,3,2014,2,"{2013: 4, 2014: 8, 2015: 3, 2016: 1}",Evolutionary algorithms for supply chain management
57667410,Annals of Operations Research,228,1,12,2011,2014,3,2012,2,"{2011: 2, 2012: 8, 2013: 1, 2014: 1}","FDI, technology spillovers and green innovation in China: analysis based on Data Envelopment Analysis"
39841227,International Journal of Forecasting,38,3,22,2019,2022,3,2021,2,"{2019: 2, 2020: 3, 2021: 12, 2022: 5}",Relative performance of judgmental methods for forecasting the success of megaprojects | Using scenarios to forecast outcomes of a refugee crisis
37173775,European Journal of Law and Economics,36,1,14,2010,2013,3,2011,2,"{2010: 1, 2011: 8, 2012: 3, 2013: 2}",Participation exemption and tax arbitrage: Italy’s case
57667410,Annals of Operations Research,262,2,17,2015,2018,3,2016,2,"{2015: 7, 2016: 9, 2018: 1}",Preface: Risk management decisions and wealth management in Financial Economics
107036887,Asia Pacific Journal of Management,30,2,14,2010,2013,3,2012,2,"{2010: 1, 2011: 4, 2012: 8, 2013: 1}",Dynamic capability and IJV performance: The effect of exploitation and exploration capabilities
57667410,Annals of Operations Research,243,1-2,23,2013,2016,3,2014,2,"{2013: 4, 2014: 13, 2015: 5, 2016: 1}",Optimization models with economic and game theoretic applications
4210171597,Accounting and Finance,60,1,18,2017,2020,3,2019,2,"{2017: 4, 2018: 7, 2019: 5, 2020: 2}","Green M&amp;A, legitimacy and risk‐taking: evidence from China’s heavy polluters | The future trajectory for environmental finance: planetary boundaries and environmental, social and governance analysis"
57667410,Annals of Operations Research,220,1,13,2010,2013,3,2011,2,"{2010: 2, 2011: 7, 2012: 3, 2013: 1}",Climate policy under fat-tailed risk: an application of FUND
133599136,Organizational Research Methods,26,2,7,2020,2023,3,2022,2,"{2020: 2, 2021: 4, 2023: 1}",Publication Notice
82316188,European Journal of Finance,25,6,8,2016,2019,3,2018,2,"{2016: 2, 2017: 4, 2019: 2}","Does China overinvest? Evidence from a panel of Chinese firms | Financial distress, political affiliation and earnings management: the case of politically affiliated private firms"
34649780,Measuring Business Excellence,27,4,7,2020,2023,3,2022,2,"{2020: 3, 2021: 1, 2022: 1, 2023: 2}",Performance measurement in-fourth party reverse logistics
201533460,Applied Economics,43,4,8,2008,2011,3,2010,2,"{2008: 1, 2009: 3, 2010: 3, 2011: 1}","Outsourcing, labour productivity and wage inequality in the US: a primal approach"
49389958,Econometric Theory,39,6,8,2020,2023,3,2022,2,"{2020: 1, 2021: 4, 2022: 2, 2023: 1}",OPTIMAL BANDWIDTH SELECTION IN NONLINEAR COINTEGRATING REGRESSION
4210171597,Accounting and Finance,59,1,11,2016,2019,3,2017,2,"{2016: 3, 2017: 4, 2018: 1, 2019: 3}",Accounting for financial instruments with characteristics of debt and equity: finding a way forward
143995394,Journal of World Business,55,2,13,2017,2020,3,2019,2,"{2017: 2, 2018: 3, 2019: 6, 2020: 2}",Impact of the female board members and gaps in linguistic gender marking on cross-border M&amp;A | Employee emotional resilience during post-merger integration across national boundaries: Rewards and the mediating role of fairness norms
57667410,Annals of Operations Research,331,1,18,2020,2023,3,2022,2,"{2020: 1, 2021: 7, 2022: 7, 2023: 3}",Supply chain financing using blockchain: impacts on supply chains selling fashionable products
201533460,Applied Economics,42,17,7,2006,2009,3,2008,2,"{2006: 1, 2008: 4, 2009: 2}",Public Sector Efficiency: Evidence for New EU Member States and Emerging Markets
43637407,R and D Management,49,1,9,2016,2019,3,2018,2,"{2016: 1, 2017: 3, 2018: 3, 2019: 2}",Building relationship innovation in global collaborative partnerships: big data analytics and traditional organizational powers
198098467,Journal of International Economics,59,2,8,2000,2003,3,2002,2,"{2000: 1, 2003: 7}","Job Creation, Job Destruction, and the Real Exchange Rate"
201533460,Applied Economics,43,1,9,2008,2011,3,2010,2,"{2008: 1, 2009: 6, 2010: 1, 2011: 1}",The impact of the overtime policy reform–evidence from the low-paid workers in Taiwan
116483603,Journal of Risk & Insurance,83,1,13,2013,2016,3,2015,2,"{2013: 2, 2014: 1, 2015: 4, 2016: 6}",T<scp>HE</scp> D<scp>YNAMICS OF</scp> M<scp>ICROINSURANCE</scp> D<scp>EMAND IN</scp> D<scp>EVELOPING</scp> C<scp>OUNTRIES</scp> U<scp>NDER</scp> L<scp>IQUIDITY</scp> C<scp>ONSTRAINTS AND</scp> I<scp>NSURER</scp> D<scp>EFAULT</scp> R<scp>ISK</scp>
107325288,Social Choice and Welfare,52,4,8,2016,2019,3,2018,2,"{2016: 1, 2018: 4, 2019: 3}",Upward and Downward Bias When Measuring Inequality of Opportunity
127742747,Journal of Econometrics,231,1,16,2019,2022,3,2021,2,"{2019: 1, 2020: 10, 2021: 3, 2022: 2}","Incentives, Search Engines, and the Elicitation of Subjective Beliefs: Evidence from Representative Online Survey Experiments"
131852005,European Financial Management,20,2,8,2011,2014,3,2012,2,"{2011: 1, 2012: 6, 2014: 1}","Financial Professionals' Overconfidence: Is It Experience, Function, or Attitude?"
23246025,Corporate Reputation Review,27,2,6,2021,2024,3,2023,2,"{2021: 2, 2022: 2, 2024: 2}",A Balancing Act: Mediating Brand and Local Authenticity in Localised Retail Design | The Realms of Participation in Visual Identity Design
37173775,European Journal of Law and Economics,43,2,8,2013,2016,3,2015,2,"{2013: 2, 2014: 1, 2015: 3, 2016: 2}",PIRG doldrums: exit via overrecapitalization
134988049,Econometric Reviews,35,4,7,2013,2016,3,2014,2,"{2013: 3, 2014: 2, 2015: 1, 2016: 1}",Monte Carlo Maximum Likelihood Estimation for Generalized Long-Memory Time Series Models
138645024,Journal of Comparative Economics,44,3,17,2013,2016,3,2015,2,"{2013: 1, 2015: 13, 2016: 3}","Women, Medieval Commerce, and the Education Gender Gap"
122767448,Journal of Management,44,7,19,2015,2018,3,2016,2,"{2015: 1, 2016: 16, 2018: 2}",Daily Cyber Incivility and Distress: The Moderating Roles of Resources at Work and Home
579031,Economic Theory,51,2,7,2009,2012,3,2011,2,"{2009: 4, 2010: 2, 2012: 1}",Introduction
180061323,The Review of Economics and Statistics,93,3,23,2008,2011,3,2010,2,"{2008: 1, 2009: 1, 2010: 20, 2011: 1}",Causal Effects of Monetary Shocks: Semiparametric Conditional Independence Tests with a Multinomial Propensity Score
43415676,Journal of Strategic Marketing,31,7,8,2020,2023,3,2021,2,"{2020: 1, 2021: 5, 2023: 2}",How dark stories boost recall
122767448,Journal of Management,45,2,18,2016,2019,3,2018,2,"{2016: 8, 2018: 9, 2019: 1}",Incoming Editor: Call for Applications/Nominations
41869786,Small Business Economics,40,4,15,2010,2013,3,2011,2,"{2010: 1, 2011: 8, 2012: 4, 2013: 2}",Long-Lasting Bank Relationships and Growth of Firms
179979277,International Economic Review,63,2,11,2019,2022,3,2021,2,"{2019: 1, 2021: 9, 2022: 1}",WITHDRAWAL
7345157,Eastern Economic Journal,44,3,10,2015,2018,3,2016,2,"{2015: 1, 2017: 6, 2018: 3}",Rational Econometric Man
57667410,Annals of Operations Research,210,1,17,2010,2013,3,2012,2,"{2010: 1, 2011: 7, 2012: 8, 2013: 1}",An interior-point Benders based branch-and-cut algorithm for mixed integer programs
122767448,Journal of Management,41,6,10,2012,2015,3,2014,2,"{2012: 8, 2013: 1, 2015: 1}",Providing CEOs With Opportunities to Cheat
122767448,Journal of Management,41,3,11,2012,2015,3,2014,2,"{2012: 9, 2015: 2}",Rethinking “Contribution” | Acknowledgment of Additional Ad Hoc Reviewers
122767448,Journal of Management,41,7,10,2012,2015,3,2014,2,"{2012: 2, 2013: 7, 2015: 1}",Global Work in the Multinational Enterprise
102949365,Strategic Management Journal,37,11,16,2013,2016,3,2015,2,"{2013: 1, 2016: 15}",Corporate Divestitures and Family Control
4210220312,International Journal of Logistics Research and Applications,27,6,8,2021,2024,3,2022,2,"{2021: 1, 2022: 5, 2023: 1, 2024: 1}",A holonic architecture for the supply chain performance in industry 4.0 context
9435936,Long Range Planning,48,1,5,2012,2015,3,2014,2,"{2012: 2, 2013: 2, 2015: 1}",List of Reviewers 2014
4210176348,Journal of Science and Technology Policy Management,12,3,9,2018,2021,3,2020,2,"{2018: 4, 2020: 2, 2021: 3}",Customer acceptance of ride-hailing in Indonesia | Diffusion of blockchain in logistics and transportation industry: an analysis through the synthesis of academic and trade literature
170137484,Review of Financial Studies,22,6,8,2006,2009,3,2008,2,"{2006: 1, 2007: 2, 2008: 4, 2009: 1}",Asset Returns and the Listing Choice of Firms
126936603,International Regional Science Review,41,4,4,2015,2018,3,2016,2,"{2015: 1, 2016: 1, 2017: 1, 2018: 1}",Creative Workforce and Economic Development in Precrisis Europe
158451771,Journal of Marketing Communications,24,3,6,2015,2018,3,2016,2,"{2015: 5, 2018: 1}",Social commitment or self-interest? Effect of responsible practices performance motivations of firms on the consumer decision-making process
44376543,Business & Society,53,3,5,2011,2014,3,2013,2,"{2011: 1, 2012: 2, 2013: 1, 2014: 1}","Global Business, Global Responsibilities"
57667410,Annals of Operations Research,278,1-2,18,2016,2019,3,2017,2,"{2016: 1, 2017: 13, 2018: 3, 2019: 1}",Measuring the efficiency of hospitals: a fully-ranking DEA–FAHP approach
126936603,International Regional Science Review,40,3,5,2014,2017,3,2015,2,"{2014: 1, 2015: 3, 2017: 1}",A Novel Look at Long-run Convergence Dynamics in the United States
82316188,European Journal of Finance,22,8-9,8,2012,2015,3,2014,2,"{2012: 1, 2013: 1, 2014: 5, 2015: 1}","Behavioral finance and me, or how I came to see the light"
36209479,Industry and Innovation,27,8,5,2017,2020,3,2019,2,"{2017: 1, 2018: 1, 2020: 3}",Physical distance vs. clustering as influences on contracting complexity for biopharmaceutical alliances
133335107,Mathematical Finance,26,2,11,2013,2016,3,2014,2,"{2013: 8, 2014: 1, 2016: 2}",UTILITY MAXIMIZATION UNDER MODEL UNCERTAINTY IN DISCRETE TIME
4210220312,International Journal of Logistics Research and Applications,27,2,8,2021,2024,3,2022,2,"{2021: 2, 2022: 5, 2024: 1}",Industry 3.5 for sustainable supply chain management: challenges and foresight
111496547,Scottish Journal of Political Economy,68,5,6,2018,2021,3,2020,2,"{2018: 1, 2021: 5}",Productivity and efficiency at english football clubs: a random coefficient approach
47864991,Applied Psychology,64,2,7,2012,2015,3,2014,2,"{2012: 1, 2013: 2, 2014: 3, 2015: 1}",The Role of Self‐Concept in the Mechanism Linking Proactive Personality to Employee Work Outcomes
192266589,Group & Organization Management,44,2,7,2016,2019,3,2018,2,"{2016: 1, 2019: 6}",It’s All Relative: A Team-Based Social Comparison Model for Self-Evaluations of Effectiveness
187626162,Entrepreneurship Theory and Practice,38,5,10,2011,2014,3,2013,2,"{2011: 2, 2012: 2, 2013: 5, 2014: 1}",Entrepreneurship Research (1985–2009) and the Emergence of Opportunities
200274427,Pacific Economic Review,28,4,5,2020,2023,3,2022,2,"{2020: 1, 2021: 3, 2023: 1}",Determinants of Taiwan's outward investment in Southeast Asia: Economic factors and institutional issues
2737777163,International Journal of Economics and Financial Issues,7,3,10,2015,2017,2,2017,2,"{2015: 1, 2017: 9}",COMPOSITE STOCK PRICE INDEX (IHSG) MACRO FACTOR IN INVESTMENT IN STOCK (EQUITY FUNDS)
2765073796,International journal of ecological economics and statistics,37,3,7,2014,2016,2,2016,2,"{2014: 1, 2015: 1, 2016: 5}","Application of seasonal Autoregressive integrated moving Average (sarima) to model and Forecast water demand in Kisumu City, Kenya"
23254222,American Economic Review,68,5,6,2014,2016,2,2016,2,"{2014: 1, 2016: 5}",Biased Screening and Discrimination in the Labor Market
2737777163,International Journal of Economics and Financial Issues,8,5,15,2016,2018,2,2018,2,"{2016: 1, 2018: 14}",The determinants of economic growth: An empirical investigation of North Carolina
2764934467,Iranian economic review,24,2,10,2018,2020,2,2020,2,"{2018: 3, 2020: 7}","ARDL – Analysis of the Relationship among Exports, FDI, Current Account Deficit and Economic Growth in Pakistan | The Effect of Technological Changes on Employment: Regional I-O SDA Approach"
111767569,History of economic ideas,20,2,9,2010,2012,2,2012,2,"{2010: 1, 2012: 8}",From The Keynesian Revolution to the Klein-Goldberger Model: Klein and the Dynamization of Keynesian Theory
37173775,European Journal of Law and Economics,43,3,10,2015,2017,2,2015,2,"{2015: 6, 2016: 2, 2017: 2}",The time limit on copyright: an unlikely tragedy of the intellectual commons | Posner versus Kelsen: the challenges for scientific analysis of law
6711363,Journal of Monetary Economics,49,4,8,2000,2002,2,2002,2,"{2000: 1, 2001: 1, 2002: 6}",Financial Crisis and Credit Crunch in Korea: Evidence from Firm-Level Data
125977778,International Journal of Contemporary Hospitality Management,32,2,25,2018,2020,2,2020,2,"{2018: 3, 2019: 3, 2020: 19}",A new approach to journal ranking: social structure in hospitality and tourism journals | Exploring the social structure of strategic management research with a hospitality industry focus
7345157,Eastern Economic Journal,43,3,13,2015,2017,2,2015,2,"{2015: 2, 2016: 10, 2017: 1}",Heterogeneity in the Labor Market: Ability and Information Acquisition*
4210172902,Journal of Institutional and Theoretical Economics JITE,167,2,12,2009,2011,2,2011,2,"{2009: 1, 2011: 11}",Repayment Versus Investment Conditions and Exclusivity in Lending Contracts
26598852,Economia Politica,39,2,13,2020,2022,2,2022,2,"{2020: 2, 2021: 3, 2022: 8}","Increasing the ambition of the EU Nationally Determined Contribution: lessons from a survey of experts and students | Heterogeneity matters: temporary employment, productivity and wages in Italian firms"
145200904,Health Economics,26,6,8,2016,2018,2,2016,2,"{2016: 7, 2018: 1}",Chloramphenicol or ampicillin plus gentamicin for the treatment of very severe pneumonia
191005381,Defence and Peace Economics,27,5,7,2013,2015,2,2015,2,"{2013: 1, 2014: 4, 2015: 2}",Does Military Spending Explode External Debt in Pakistan?
57667410,Annals of Operations Research,186,1,28,2009,2011,2,2011,2,"{2009: 1, 2010: 6, 2011: 21}",Testing successive regression approximations by large-scale two-stage problems
149070780,Production and Operations Management,32,5,15,2021,2023,2,2023,2,"{2021: 2, 2022: 12, 2023: 1}",Managing pandemics: A POM perspective and directions for future research
191005381,Defence and Peace Economics,32,4,7,2019,2021,2,2019,2,"{2019: 5, 2020: 1, 2021: 1}",Illicit Small Arms Prices: Introducing Two New Datasets
169699294,Accounting Education,28,2,5,2017,2019,2,2019,2,"{2017: 2, 2018: 2, 2019: 1}","RMIT accounting educators’ conference: 2016 ‘accounting education what it is, and what it is not’"
185905316,The Journal of Technology Transfer,42,1,11,2014,2016,2,2016,2,"{2014: 1, 2015: 5, 2016: 5}",The use of technology platforms as a policy tool to address research challenges and technology transfer
105799767,European Journal of the History of Economic Thought,23,2,11,2014,2016,2,2016,2,"{2014: 6, 2016: 5}","Economics and Other Branches – In the Shade of the Oak Tree: Essays in Honour of Pascal Bridel, edited by Roberto Baranzini and François Allison | Money as Organization, Gustavo del Vecchio's Theory, by G. Tusset"
31748134,Industrial Marketing Management,37,2,11,2006,2008,2,2008,2,"{2006: 2, 2007: 8, 2008: 1}",Industrial Marketing Management
180061323,The Review of Economics and Statistics,92,4,24,2008,2010,2,2010,2,"{2008: 1, 2010: 23}",Global Trade and the Maritime Transport Revolution
184816971,International Journal of Production Economics,140,2,41,2010,2012,2,2012,2,"{2010: 2, 2011: 17, 2012: 22}",A note on analytic calculation of planned lead times for assembly systems under POQ policy and service level constraint | Investment planning in electricity production under CO2 price uncertainty
49389958,Econometric Theory,40,3,7,2022,2024,2,2022,2,"{2022: 6, 2024: 1}",THE <i>ECONOMETRIC THEORY</i> AWARDS 2024
105799767,European Journal of the History of Economic Thought,21,3,12,2012,2014,2,2014,2,"{2012: 6, 2014: 6}",From bounties on exportation to the natural and market price of labour: Smith versus Ricardo | The instability principle revisited: an essay in Harrodian dynamics
36178057,Economics Letters,110,3,30,2008,2010,2,2010,2,"{2008: 1, 2010: 29}",Does Relative Income Matter for the Very Poor? Evidence from Rural Ethiopia
57667410,Annals of Operations Research,299,1-2,50,2019,2021,2,2019,2,"{2019: 37, 2020: 12, 2021: 1}",Preface: recent developments in financial modelling and risk management
101209419,Journal of Development Economics,92,2,12,2007,2009,2,2009,2,"{2007: 1, 2009: 11}","Human Capital, Economic Growth, and Regional Inequality in China"
49396926,Thunderbird International Business Review,63,2,12,2019,2021,2,2021,2,"{2019: 1, 2020: 10, 2021: 1}",Rituals of opening ceremonies of overseas manufacturing facilities of multinational corporations in Russia
44585919,Journal of Economic Dynamics and Control,34,5,12,2008,2010,2,2010,2,"{2008: 1, 2009: 3, 2010: 8}",Monetary Persistence and the Labor Market: A New Perspective
184816971,International Journal of Production Economics,146,2,35,2011,2013,2,2013,2,"{2011: 1, 2012: 3, 2013: 31}",Assessing the environmental footprint of manufactured products: A survey of current literature
23254222,American Economic Review,104,2,12,2012,2014,2,2014,2,"{2012: 1, 2014: 11}",Tracing Value-Added and Double Counting in Gross Exports
199447588,Journal of Public Economics,91,5-6,14,2005,2007,2,2007,2,"{2005: 1, 2006: 7, 2007: 6}",Sharing Budgetary Austerity Under Free Mobility and Asymmetric Information: An Optimal Regulation Approach to Fiscal Federalism
184816971,International Journal of Production Economics,139,1,37,2010,2012,2,2012,2,"{2010: 1, 2011: 14, 2012: 22}",Channel bargaining with risk-averse retailer
9435936,Long Range Planning,46,6,5,2011,2013,2,2013,2,"{2011: 2, 2013: 3}","Competing Business Models, Value Creation and Appropriation in English Football | Corporate Business Model Transformation and Inter-Organizational Cognition: The Case of Nokia"
108845946,Economica,78,310,16,2009,2011,2,2009,2,"{2009: 9, 2010: 1, 2011: 6}",Where to Draw Lines: Stability Versus Efficiency
173807628,International Journal of Consumer Studies,31,1,15,2005,2007,2,2007,2,"{2005: 5, 2006: 6, 2007: 4}","Interpretative Consumer Research: Paradigms, Methodologies and Applications | Home Economics Science and Arts: Managing Sustainable Everyday Life"
4210171597,Accounting and Finance,59,S1,19,2017,2019,2,2017,2,"{2017: 8, 2018: 8, 2019: 3}",Performance attribution of mutual funds in India: outperformance or mis‐representation? | Modelling momentum winner/loser asymmetry: the sources of winner and loser returns in the ASX200 and S&amp;P500
166264140,Emerging Markets Finance and Trade,57,7,18,2019,2021,2,2019,2,"{2019: 8, 2020: 6, 2021: 4}",Stock Market Volatility Spillovers in G7 and BRIC | Convergence Analysis of Chinese Corporations’ Debt Leverage Utilizing the Nonlinear Time-varying Factor Model
149070780,Production and Operations Management,33,2,12,2022,2024,2,2024,2,"{2022: 1, 2023: 1, 2024: 10}",Financial Sustainability of IoT Platforms: The Role of Quality and Security
115237062,Journal of Economics & Management Strategy,13,1,8,2002,2004,2,2004,2,"{2002: 1, 2004: 7}",Vertical Networks and US Auto Parts Exports: Is Japan Different?
102896891,Psychology and Marketing,38,2,11,2019,2021,2,2021,2,"{2019: 3, 2020: 6, 2021: 2}","Addressing the sins of consumer psychology via the evolutionary lens | Evolutionary psychology in marketing: Deep, debated, but fancier with fieldwork"
23254222,American Economic Review,92,5,24,2000,2002,2,2002,2,"{2000: 1, 2002: 23}",Winning Isn't Everything: Corruption in Sumo Wrestling
149339240,Eastern European Economics,43,5,5,2003,2005,2,2005,2,"{2003: 1, 2005: 4}",The Role of Tax Depreciation for Investment Decisions: A Comparison of European Transition Countries
101788309,Papers of the Regional Science Association,96,3,12,2015,2017,2,2017,2,"{2015: 4, 2016: 6, 2017: 2}",Cities in Global Capitalism | Handbook on the Geographies of Innovation
107183665,Journal of service management,31,4,11,2018,2020,2,2020,2,"{2018: 1, 2019: 2, 2020: 8}",The role of social incompatibility in customer discomfort
161221442,Abacus,59,1,15,2021,2023,2,2023,2,"{2021: 1, 2022: 10, 2023: 4}",Corporate Innovation and Disclosure Strategy
101788309,Papers of the Regional Science Association,92,3,16,2011,2013,2,2013,2,"{2011: 1, 2012: 11, 2013: 4}","Urban spatial structure, agglomeration economies, and economic growth in Barcelona: An intra‐metropolitan perspective"
4210176348,Journal of Science and Technology Policy Management,15,3,10,2021,2023,2,2023,2,"{2021: 3, 2022: 5, 2023: 2}",Hotel room access control: an NFC approach ecotourism framework | Impact of R&amp;D expenditure on economic growth: evidence from emerging economies
