source_name,subfield_name,field_eb,v,n_works,n_hcw,propensity,propensity_fitted,residual_sd,flagged,enclave_source
Business & Society,Strategy and Management,B,1.591189273223968,513,10,0.01949317738791423,0.01553024609154573,0.29087530396767547,False,False
Journal of Small Business & Entrepreneurship,Management of Technology and Innovation,B,0.7123990514238056,323,2,0.006191950464396285,0.0023008795793600855,0.28560081964626444,False,False
International Review of Finance,Accounting,A,0.4446698608589075,399,2,0.005012531328320802,0.0011439485597140857,0.283950213765693,False,False
Journal of Science and Technology Policy Management,Information Systems and Management,X,0.16691545024057663,479,2,0.0041753653444676405,0.00031294406570693285,0.2834979664018556,False,False
Cogent Business & Management,Accounting,B,0.16721746450437885,2879,12,0.004168113928447377,0.0003135460678613866,0.28292153314376467,False,False
International Journal of Accounting Information Systems,Accounting,B,1.0445248180115105,210,2,0.009523809523809525,0.005684380183345681,0.2818103804860879,False,False
International Journal of Emerging Markets,Accounting,B,0.3647350740641849,1270,6,0.004724409448818898,0.0009452623203240637,0.2773857247403782,False,False
Regional Studies,Economics and Econometrics,E,0.9530161648788531,1733,14,0.008078476630121177,0.004352931665325886,0.2734513780425898,False,False
Research in Globalization,Economics and Econometrics,E,0.11640570393422492,258,1,0.003875968992248062,0.00021955450390781294,0.2683772682868348,False,False
Journal of Islamic marketing,Sociology and Political Science,B,0.27919707962408336,941,4,0.004250797024442083,0.0006524450379409703,0.2641155371064181,False,False
European Journal of Marketing,Marketing,B,1.1286789989503518,1148,12,0.010452961672473868,0.007072277674923784,0.2481389183575183,False,False
Competitiveness Review An International Business Journal incorporating Journal of Global Competitiveness,Strategy and Management,B,0.455094662211723,440,2,0.004545454545454545,0.0011726298106754741,0.24756205611174195,False,False
Journal of Consumer Affairs,Accounting,B,0.7098513621780034,530,3,0.005660377358490566,0.0022888164811561405,0.2474692902041624,False,False
Review of Financial Economics,Finance,A,0.23122913769223444,261,1,0.0038314176245210726,0.00048625722153377925,0.2455315210564485,False,False
Journal of Marketing Education,Management of Technology and Innovation,B,1.0301512790720666,228,2,0.008771929824561403,0.005444815289132644,0.24420697192377513,False,False
Accounting Horizons,Accounting,A,1.3209315241267834,509,7,0.0137524557956778,0.010434934073387714,0.24350286876655566,False,False
Telecommunications Policy,Media Technology,X,0.8797290288824472,892,6,0.006726457399103139,0.003448673044282589,0.24058618463121165,False,False
International Journal of Integrated Supply Management,Management Information Systems,B,0.2727332830930257,259,1,0.003861003861003861,0.0006264441191148703,0.23741354006962817,False,False
American Economic Review Insights,Safety Research,E,6.182938458470256,179,11,0.061452513966480445,0.058332572902797385,0.22900064053385402,False,False
International journal of information systems and project management,Management Information Systems,B,0.7350450699997393,181,1,0.0055248618784530384,0.002406370234662996,0.22889425452298762,False,False
Journal of Emerging Technologies in Accounting,Accounting,B,0.7967692513892253,342,2,0.005847953216374269,0.0027524959782822497,0.22720355154126623,False,False
European Journal of Management and Business Economics,Sociology and Political Science,E,0.32824674663770464,256,1,0.00390625,0.0008334313112839503,0.2255419040286897,False,False
Journal of Management & Organization,Organizational Behavior and Human Resource Management,B,0.34401192813894294,759,3,0.003952569169960474,0.0008826892251409888,0.22532620308404308,False,False
Australian Accounting Review,Accounting,A,0.8729822050577724,311,2,0.006430868167202572,0.003372726774288317,0.22446460478767521,False,False
Oxford Bulletin of Economics and Statistics,"General Economics, Econometrics and Finance",E,0.9978165427417377,498,4,0.008032128514056224,0.004974639589312838,0.22441671425833273,False,False
Benchmarking An International Journal,Management Information Systems,B,0.4305433822198634,1445,6,0.004152249134948097,0.0011121043560745646,0.22314367081531963,False,False
International Journal of Innovation Management,Strategy and Management,B,0.24083209705989736,853,3,0.0035169988276670576,0.0005157150197753049,0.22029131333005048,False,False
Journal of Management & Governance,Accounting,B,0.5991083971163961,414,2,0.004830917874396135,0.0018315899028883268,0.22014775684114232,False,False
Forum for Social Economics,Economics and Econometrics,E,0.1347355614908801,311,1,0.003215434083601286,0.0002477984513425522,0.217821569954943,False,False
International Journal of Accounting Auditing and Performance Evaluation,Accounting,B,0.048101813863119326,336,1,0.002976190476190476,9.562906929756907e-05,0.21143040647596867,False,False
International Journal of Disclosure and Governance,Accounting,B,0.27574476366253814,285,1,0.0035087719298245615,0.0006386048564139018,0.21066747250485476,False,False
Uncertain Supply Chain Management,Management Information Systems,B,0.0642273276233831,1003,3,0.0029910269192422734,0.00012492633796245517,0.21036899593632968,False,False
Strategic Change,Strategy and Management,B,0.4659300965626421,496,2,0.004032258064516129,0.0012039751089117261,0.2075932189820957,False,False
Journal of Economic and Financial Sciences,Strategy and Management,B,0.1591434111356967,335,1,0.0029850746268656717,0.00029580305108993526,0.19738991886440693,False,False
IMA Journal of Management Mathematics,"Safety, Risk, Reliability and Quality",X,0.47867987331066164,255,1,0.00392156862745098,0.0012425483838374213,0.19663748105114492,False,False
Journal of applied corporate finance,Accounting,A,0.511834211637314,491,2,0.004073319755600814,0.0014062835910665847,0.19575786129892592,False,False
Journal of Hospitality and Tourism Insights,Sociology and Political Science,B,0.35563676776319825,563,2,0.003552397868561279,0.0009173766565225809,0.1934079949141158,False,False
The TQM Journal,Management Information Systems,B,0.5446948297155798,951,4,0.004206098843322818,0.0015770530835880836,0.19296940252497885,False,False
Journal of Economic Studies,"General Economics, Econometrics and Finance",E,0.34402407838843096,863,3,0.0034762456546929316,0.0008827322676064505,0.19036136092097114,False,False
Career Development International,Organizational Behavior and Human Resource Management,B,0.6803079884455745,421,2,0.004750593824228029,0.0021572006912241185,0.1903525343882343,False,False
Quarterly Journal of Finance,Finance,A,0.6891960575726925,210,1,0.004761904761904762,0.0021958737201810403,0.18834418349262091,False,False
Journal of Central Banking Theory and Practice,"General Economics, Econometrics and Finance",E,0.3557275718898492,288,1,0.003472222222222222,0.0009176973829089812,0.18749963942325254,False,False
Review of International Business and Strategy,Strategy and Management,B,0.49401751175471853,259,1,0.003861003861003861,0.0013111615942382384,0.18715594315115536,False,False
Journal of Advertising Research,Marketing,B,0.7536160130763415,398,2,0.005025125628140704,0.0025003203751811226,0.18531825068145524,False,False
Knowledge and Process Management,Strategy and Management,B,0.39169184480686303,284,1,0.0035211267605633804,0.0010165024563637557,0.18383698866455186,False,False
Economics,"General Economics, Econometrics and Finance",E,0.16242427820958863,360,1,0.002777777777777778,0.00030294641449422574,0.1816502157691966,False,False
Managerial Auditing Journal,Accounting,A,0.693986761084835,429,2,0.004662004662004662,0.0022175016395112337,0.17942414504365906,False,False
International Journal of Manpower,Economics and Econometrics,B,0.4982574581380873,794,3,0.003778337531486146,0.0013343863097880868,0.17938364340179871,False,False
Asia-Pacific Journal of Business Administration,Organizational Behavior and Human Resource Management,B,0.32464369075263416,311,1,0.003215434083601286,0.0008239423673520325,0.17553316670859986,False,False
Asian Business & Management,Strategy and Management,B,0.43657909658984423,288,1,0.003472222222222222,0.0011270272129300853,0.17213503343255898,False,False
International Journal of Finance & Economics,"General Economics, Econometrics and Finance",A,0.5352810540376757,1552,6,0.003865979381443299,0.0015297711103769932,0.17147541558465132,False,False
Journal of Applied Economics,"General Economics, Econometrics and Finance",E,0.3224114238381593,318,1,0.0031446540880503146,0.0008160710083058291,0.17091573395565648,False,False
Multinational Business Review,Strategy and Management,B,0.6326769890945151,237,1,0.004219409282700422,0.0019622013365222075,0.16567686855043293,False,False
Journal of the Knowledge Economy,Economics and Econometrics,E,0.1989985786041867,1916,5,0.0026096033402922755,0.0003905408818283356,0.16287702684132926,False,False
Research in Economics,Economics and Econometrics,E,0.22988201257037788,372,1,0.002688172043010753,0.00048247383631346176,0.16189610375581254,False,False
Quality Management Journal,Management Information Systems,B,0.38751100913135855,312,1,0.003205128205128205,0.0010062523164532965,0.1613953522463571,False,False
Economics of Innovation and New Technology,Economics and Econometrics,E,0.6709479670771503,466,2,0.004291845493562232,0.002116362642982361,0.15967832599539564,False,False
Innovative Marketing,Sociology and Political Science,B,0.05759727320189414,439,1,0.002277904328018223,0.00011296012681883758,0.1589047993776704,False,False
Ecological Economics,Economics and Econometrics,E,0.8794329079310691,3043,17,0.00558659217877095,0.0034449572053677885,0.1571939247211525,False,False
Culture and Organization,Organizational Behavior and Human Resource Management,B,0.47439785448726324,298,1,0.003355704697986577,0.0012291072021870784,0.15609018848608816,False,False
Revista de Economía Mundial,"General Economics, Econometrics and Finance",E,0.18277281879871066,406,1,0.0024630541871921183,0.000349055964697985,0.15516541407583573,False,False
Japanese Economic Review,Economics and Econometrics,E,0.4097536222100858,316,1,0.0031645569620253164,0.0010621493150381215,0.15431467710322397,False,False
Transnational Corporation Review,Strategy and Management,A,0.3236504613868742,343,1,0.0029154518950437317,0.0008203025512499752,0.15378192470612448,False,False
International Journal of Innovation Science,Strategy and Management,B,0.19985808382229753,407,1,0.002457002457002457,0.00039276957148211793,0.1515126867291439,False,False
Management Theory and Studies for Rural Business and Infrastructure Development,Economics and Econometrics,B,0.024615800601820153,486,1,0.00205761316872428,4.1461928337571205e-05,0.14798354072645473,False,False
Review of International Economics,"General Economics, Econometrics and Finance",E,0.5456023246836673,558,2,0.0035842293906810036,0.0015815364521211785,0.1469957144579623,False,False
Economic Systems,"General Economics, Econometrics and Finance",E,0.590171667954602,529,2,0.003780718336483932,0.001791001076396309,0.14604331227444547,False,False
Empirical Economics,"General Economics, Econometrics and Finance",E,0.5370008929989826,1729,6,0.003470213996529786,0.0015382674309970246,0.14180299946496835,False,False
Asia Pacific Journal of Human Resources,Public Administration,B,0.423524829291652,331,1,0.0030211480362537764,0.0010964205537896336,0.14127312578689663,False,False
International Journal of Financial Studies,Accounting,B,0.2549674760485753,806,2,0.0024813895781637717,0.0005613651987388662,0.14092792259667655,False,False
European Journal of Economics and Economic Policies Intervention,"General Economics, Econometrics and Finance",E,0.4011948110424556,340,1,0.0029411764705882353,0.0010401537173991167,0.13953322170638366,False,False
Amfiteatru Economic,Marketing,B,0.0994682985910858,480,1,0.0020833333333333333,0.00019416594352984065,0.1386630495609313,False,False
Applied Economics,"General Economics, Econometrics and Finance",E,0.30991493845395535,4881,13,0.0026633886498668305,0.0007772921394159982,0.1384376500022835,False,False
Structural Change and Economic Dynamics,Economics and Econometrics,E,0.6632055735710886,1020,4,0.00392156862745098,0.002083480797476192,0.13491385953451715,False,False
Social Responsibility Journal,Strategy and Management,B,0.32708591492297173,750,2,0.0026666666666666666,0.0008294793764697609,0.13484776079042166,False,False
Journal of Global Marketing,Marketing,B,0.6540701605646347,261,1,0.0038314176245210726,0.0020456815624947553,0.1310712906690889,False,False
Environment and Development Economics,Economics and Econometrics,E,0.4351896298926584,345,1,0.002898550724637681,0.0011233148825131965,0.13030058473773154,False,False
Organizational Dynamics,Organizational Behavior and Human Resource Management,B,0.26353804970118827,423,1,0.002364066193853428,0.0005923505511846501,0.13004220552039714,False,False
Review of World Economics,"General Economics, Econometrics and Finance",E,0.4592160438673121,344,1,0.0029069767441860465,0.0011843182895848138,0.12644145561488587,False,False
Entrepreneurial Business and Economics Review,Management of Technology and Innovation,B,0.2333623071407655,453,1,0.002207505518763797,0.0004926358758778962,0.12586976440809652,False,False
Journal of International Consumer Marketing,Marketing,B,0.49086302165577367,333,1,0.003003003003003003,0.0012963123977361758,0.12526943099939192,False,False
Marketing Intelligence & Planning,Marketing,B,0.5068237129759552,648,2,0.0030864197530864196,0.001380208556338836,0.12523424288021168,False,False
Asia-Pacific Journal of Financial Studies,Accounting,B,0.51665293002855,319,1,0.003134796238244514,0.001432725524581765,0.12493033544760543,False,False
Applied Economics Letters,"General Economics, Econometrics and Finance",E,0.2224756254856365,3884,8,0.0020597322348094747,0.00046118822559552584,0.11733157600080117,False,False
International Journal of Managerial Finance,Accounting,A,0.35148561822996804,408,1,0.0024509803921568627,0.0009059599956881245,0.11340299486668513,False,False
Qualitative Market Research An International Journal,Marketing,B,0.5096290395744772,341,1,0.002932551319648094,0.0013939807761882827,0.112929581927067,False,False
Scandinavian Journal of Management,Organizational Behavior and Human Resource Management,B,0.5808575204945101,306,1,0.0032679738562091504,0.001751488946106147,0.11130851791269285,False,False
Journal of Enterprising Communities People and Places in the Global Economy,Management of Technology and Innovation,B,0.35605857978843414,413,1,0.002421307506053269,0.0009188659422362511,0.11027774994974515,False,False
The Singapore Economic Review,Economics and Econometrics,E,0.18518383709211267,1077,2,0.0018570102135561746,0.00035503949172117043,0.1102431906060683,False,False
Logistics,Strategy and Management,B,0.23277362867131962,507,1,0.0019723865877712033,0.0004906207921646615,0.10876016866629001,False,False
BRQ Business Research Quarterly,Accounting,B,0.7234185581145963,261,1,0.0038314176245210726,0.0023529640119355974,0.10851705765300242,False,False
Accounting Research Journal,Accounting,A,0.5300271592463169,338,1,0.0029585798816568047,0.0015030556615998236,0.10683406253581941,False,False
Information Systems Management,Management Information Systems,B,0.49033277952613963,369,1,0.0027100271002710027,0.0012935602973227131,0.10396728609584086,False,False
Journal of Asia Business Studies,Accounting,B,0.36272278363829824,426,1,0.002347417840375587,0.0009388559074303586,0.10338707632357647,False,False
Journal of Family Business Management,Organizational Behavior and Human Resource Management,B,0.3959302044598961,421,1,0.0023752969121140144,0.0010270923200578251,0.098956906188185,False,False
Journal of risk and financial management,Economics and Econometrics,E,0.390108693328259,3000,7,0.0023333333333333335,0.0010126060508661558,0.09694009838073155,False,False
Journal of Economic Structures,Environmental Engineering,E,0.5851397665623,326,1,0.003067484662576687,0.001771089527746063,0.09515414240252558,False,False
Central European Management Journal,Accounting,B,0.06996599625897812,708,1,0.0014124293785310734,0.00013569327751946023,0.09371118843482604,False,False
Economic Research-Ekonomska Istraživanja,Economics and Econometrics,E,0.3507103528221027,1850,4,0.002162162162162162,0.0009031855079657603,0.09240766230622367,False,False
Journal of Foodservice Business Research,Organizational Behavior and Human Resource Management,B,0.3634384994027588,455,1,0.002197802197802198,0.0009410082627602154,0.09224745284256236,False,False
International Journal of Islamic and Middle Eastern Finance and Management,Accounting,B,0.3322222345810663,478,1,0.0020920502092050207,0.000846133374604281,0.09144908424605586,False,False
Abacus,Accounting,A,0.7052536693983169,286,1,0.0034965034965034965,0.002267645410362037,0.09019698869548495,False,False
Journal of Hospitality & Tourism Research,Sociology and Political Science,B,0.6326616724069278,627,2,0.003189792663476874,0.0019621467324029834,0.09010801769211221,False,False
International Journal of Quality & Reliability Management,Management Information Systems,B,0.31822392203922906,1001,2,0.001998001998001998,0.0008043975877438514,0.087609403163045,False,False
Journal of Business Strategy,Strategy and Management,B,0.3986858083494512,450,1,0.0022222222222222222,0.0010338942448408733,0.08722211812020059,False,False
Journal of Economic Surveys,"General Economics, Econometrics and Finance",E,1.513139131577617,523,8,0.015296367112810707,0.014108219422511685,0.08720888522365215,False,False
Econometrics,"General Economics, Econometrics and Finance",E,0.48015889140579127,418,1,0.0023923444976076554,0.0012480650317244575,0.08398900020491162,False,False
European Business Organization Law Review,Strategy and Management,B,0.6666229181991243,316,1,0.0031645569620253164,0.0020978529435034584,0.07829503779573845,False,False
Economic Change and Restructuring,Economics and Econometrics,E,0.2689720530180331,597,1,0.0016750418760469012,0.0006118781781924785,0.0780351817010272,False,False
Journal of Forecasting,"General Economics, Econometrics and Finance",A,0.49169573726791627,850,2,0.002352941176470588,0.0013002326467056364,0.07726778252889296,False,False
Marketing Education Review,Management of Technology and Innovation,B,0.7227647287244912,294,1,0.003401360544217687,0.002349954464839408,0.0771721839368928,False,False
Journal of Industrial and Business Economics,Economics and Econometrics,E,0.6596460280630432,321,1,0.003115264797507788,0.0020688681283901264,0.07680449809444806,False,False
Journal of Hospitality and Tourism Management,Sociology and Political Science,B,0.7184183831703012,1188,4,0.003367003367003367,0.00232969115509736,0.07613770776799379,False,False
The Journal of Portfolio Management,Finance,A,0.6059251686429156,1041,3,0.002881844380403458,0.0018586676083748293,0.07510018022498113,False,False
Journal of Evolutionary Economics,Economics and Econometrics,E,0.4344419863569319,468,1,0.002136752136752137,0.001121895301918291,0.0744895049244171,False,False
Review of Keynesian Economics,"General Economics, Econometrics and Finance",E,0.5490602340578243,397,1,0.0025188916876574307,0.001599153064200031,0.06750792069348707,False,False
Journal of Global Fashion Marketing,Marketing,B,0.8096760701015984,267,1,0.003745318352059925,0.002843176823437378,0.0662163110423871,False,False
Leadership & Organization Development Journal,Organizational Behavior and Human Resource Management,B,0.6163227594075608,716,2,0.002793296089385475,0.00189727558913948,0.06576703351106679,False,False
Journal of Choice Modelling,Economics and Econometrics,E,0.7189867337982556,310,1,0.0032258064516129032,0.002332571540445254,0.06556257398116393,False,False
The Learning Organization,Organizational Behavior and Human Resource Management,B,0.48407131532331577,468,1,0.002136752136752137,0.0012644610882495435,0.06402531482541275,False,False
Computational Economics,Economics and Econometrics,A,0.2977244381696486,1300,2,0.0015384615384615385,0.0007291502530658258,0.05940266144903115,False,False
Asia Pacific Business Review,Strategy and Management,B,0.3405333138884028,598,1,0.0016722408026755853,0.0008722303410503918,0.05871999002753094,False,False
Journal of Organization Design,Strategy and Management,B,1.2716828720717834,195,2,0.010256410256410256,0.009520075847279614,0.05404622968710139,False,False
Mathematical Social Sciences,Economics and Econometrics,E,0.36104498170259053,602,1,0.0016611295681063123,0.0009339148791802677,0.05337685109125154,False,False
Cogent Economics & Finance,Economics and Econometrics,E,0.1892253006870676,1838,2,0.001088139281828074,0.0003664294193387584,0.05297280218317681,False,False
The Journal of Marketing Theory and Practice,Marketing,B,0.6661400989956553,358,1,0.002793296089385475,0.0020957768837242233,0.051197231492741475,False,False
European J of International Management,Strategy and Management,B,0.11343471082558275,1105,1,0.0009049773755656109,0.00021561027319897202,0.05059887503726386,False,False
Journal of Business and Industrial Marketing,Organizational Behavior and Human Resource Management,B,0.680402877285466,1413,4,0.0028308563340410475,0.002157589203977276,0.04941715272434888,False,False
Journal of Financial Markets,Finance,A,0.9908029319820334,361,2,0.00554016620498615,0.004879254897722905,0.048510247344442994,False,False
Scandinavian Journal of Economics,Economics and Econometrics,E,0.9406813264364495,414,2,0.004830917874396135,0.004200971548301908,0.04623744783410455,False,False
Knowledge Management Research & Practice,Strategy and Management,B,0.49887075276222437,518,1,0.0019305019305019305,0.0013383510409974222,0.04346329953718609,False,False
Technology Analysis and Strategic Management,Strategy and Management,B,0.32233969201554374,1454,2,0.001375515818431912,0.0008159166098054551,0.04107403781096374,False,False
European Journal of Political Economy,Economics and Econometrics,E,0.9396908396346674,849,4,0.004711425206124852,0.00419100260519656,0.03819851289760773,False,False
Journal of Environmental Economics and Management,Economics and Econometrics,E,1.70862142414448,882,16,0.018140589569160998,0.017644278854928863,0.03642872385826556,False,False
International Journal of Entrepreneurship and Small Business,Management of Technology and Innovation,B,0.10123712442661884,1523,1,0.0006565988181221273,0.00019710201250466158,0.03372661876036925,False,False
Management International Review,Strategy and Management,B,0.7812302882483588,322,1,0.003105590062111801,0.0026560185928110663,0.032998108725195,False,False
Journal of Pensions Economics and Finance,Accounting,A,0.7864471262717827,320,1,0.003125,0.0026908049291624707,0.031869496028575334,False,False
International Economics,"General Economics, Econometrics and Finance",E,0.5567376346239025,487,1,0.002053388090349076,0.0016381114294389777,0.030480903134403967,False,False
European Journal of Work and Organizational Psychology,Organizational Behavior and Human Resource Management,B,0.9689930205848479,615,3,0.004878048780487805,0.004567119071830718,0.022821938296303235,False,False
Management Research Review,Organizational Behavior and Human Resource Management,B,0.3771000304089585,776,1,0.001288659793814433,0.000979291742089329,0.022707314195905645,False,False
Journal of Policy Modeling,"General Economics, Econometrics and Finance",E,0.7480582826794938,739,2,0.0027063599458728013,0.002470252409487185,0.01733006360169788,False,False
Journal of Consumer Marketing,Marketing,B,0.48186757525226603,697,1,0.0014347202295552368,0.001254923636217207,0.01319689513352818,False,False
International journal of organizational analysis,Organizational Behavior and Human Resource Management,B,0.32977402506433307,983,1,0.001017293997965412,0.0008378723008025896,0.013169378118782124,False,False
Decision Sciences,Management Information Systems,B,1.3151711228867693,477,5,0.010482180293501049,0.010328710525157839,0.011264531776664189,False,False
Journal of Organizational Change Management,Organizational Behavior and Human Resource Management,B,0.47189076136989017,742,1,0.0013477088948787063,0.001221632093649926,0.009253914624838253,False,False
Global Business Review,Accounting,B,0.260775767569449,1432,1,0.0006983240223463687,0.0005825369060672837,0.008498661754263148,False,False
Human Resource Development Review,Applied Psychology,B,1.2173308716173392,231,2,0.008658008658008658,0.00855830014471243,0.007318507928659336,False,False
International Journal of Market Research,Marketing,B,0.5659269313090215,562,1,0.0017793594306049821,0.001681771680578123,0.007162845966720657,False,False
Scientific Bulletin of Mukachevo State University Series “Economics”,"General Economics, Econometrics and Finance",E,0.00014362200463323636,281,0,0.0,-7.656465809587561e-05,0.0056197714598855576,False,False
Total Quality Management & Business Excellence,Management Information Systems,B,0.4350533686273611,837,1,0.0011947431302270011,0.0011230890093404508,0.0052593428032707,False,False
REICE Revista Electrónica de Investigación en Ciencias Económicas,Economics and Econometrics,E,0.0004938672987815739,311,0,0.0,-5.7022594098953556e-05,0.004185402963396764,False,False
Academic Review,"General Economics, Econometrics and Finance",E,0.0008339342204510498,247,0,0.0,-4.8230753113540976e-05,0.003540090383435863,False,False
Actual Problems of Economics,"General Economics, Econometrics and Finance",X,0.002850307930211686,603,0,0.0,-3.1181423694910975e-05,0.002288686181290469,False,False
Revista de Economia Mackenzie,"General Economics, Econometrics and Finance",E,0.0031442244414112484,104,0,0.0,-3.0281724054166467e-05,0.0022226491024440655,False,False
APUNTES DEL CENES,Economics and Econometrics,E,0.004420616326994672,212,0,0.0,-2.6834326491285573e-05,0.001969613473257331,False,False
International Journal of Finance,Economics and Econometrics,X,0.005206169331437053,153,0,0.0,-2.4197824018110147e-05,0.0017760967552160202,False,False
Ege Akademik Bakis (Ege Academic Review),Economics and Econometrics,E,0.006638665353238089,462,0,0.0,-1.873652647429048e-05,0.0013752428255573944,False,False
Mehmet Akif Ersoy Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,Economics and Econometrics,E,0.007107667411047342,549,0,0.0,-1.707144511118815e-05,0.0012530274724759198,False,False
Lecturas de Economía,"General Economics, Econometrics and Finance",E,0.008007084320521761,222,0,0.0,-1.3953193657248739e-05,0.0010241508476544303,False,False
International Review of Management and Business Research,Accounting,B,0.008882560496921677,345,0,0.0,-1.0839833184540859e-05,0.0007956332160997999,False,False
Strategic Direction,Strategy and Management,B,0.2814493010563797,1495,1,0.0006688963210702341,0.00066165285823379,0.0005316631293254982,False,False
Review of Economics and Finance,Accounting,B,0.010087130318375213,384,0,0.0,-6.2279302861420916e-06,0.0004571240275427231,False,False
Asian Journal of Management Cases,Economics and Econometrics,X,0.010869565932914741,243,0,0.0,-3.046561052539922e-06,0.00022361461906384496,False,False
Marketing,Strategy and Management,B,0.010979766799934437,223,0,0.0,-2.5933974644656845e-06,0.000190352852313317,False,False
Ekonomska misao i praksa,Economics and Econometrics,E,0.01240774315530837,157,0,0.0,3.180055501377279e-06,-0.00023341298181092218,False,False
INTERNATIONAL JOURNAL OF MANAGEMENT,"Management, Monitoring, Policy and Law",B,0.012853623985017324,508,0,0.0,4.960985590251994e-06,-0.0003641315187235647,False,False
International Journal of Learning and Change,Strategy and Management,B,0.014145198646984346,500,0,0.0,1.0001331838357882e-05,-0.0007340880325706834,False,False
International Journal of Academic Research in Accounting Finance and Management Sciences,Accounting,B,0.01484004141329931,1157,0,0.0,1.2540903110828226e-05,-0.0009204900947271248,False,False
Ekonomski vjesnik,Economics and Econometrics,E,0.015207780597117184,135,0,0.0,1.3866015428098617e-05,-0.0010177520503988123,False,False
"Contabilidade, Gestão e Governança/UNB Contábil",Information Systems and Management,X,0.015466744732179464,199,0,0.0,1.4780436990045592e-05,-0.0010848697039472501,False,False
Journal on Innovation and Sustainability RISUS,Information Systems and Management,X,0.015666311596471406,430,0,0.0,1.5475020935469883e-05,-0.0011358514901925727,False,False
International Journal of Indian Culture and Business Management,Marketing,B,0.016985718886467067,1376,0,0.0,1.9866539190195045e-05,-0.0014581846601855349,False,False
International Journal of Business and Systems Research,Information Systems and Management,B,0.01769924561843326,518,0,0.0,2.2113971308899122e-05,-0.0016231439925044715,False,False
Financial and credit activity problems of theory and practice,"General Economics, Econometrics and Finance",E,0.0180512360435169,1977,0,0.0,2.319435412882783e-05,-0.0017024430410234785,False,False
International Journal of Technology Transfer and Commercialisation,Strategy and Management,B,0.018648863320392107,321,0,0.0,2.4990541583380013e-05,-0.0018342814537420041,False,False
Journal of Korea Trade,"General Economics, Econometrics and Finance",E,0.019180851397432468,446,0,0.0,2.6553334591991386e-05,-0.0019489889410595237,False,False
International Journal of Management Concepts and Philosophy,Organizational Behavior and Human Resource Management,B,0.01927725349732894,460,0,0.0,2.6833237495146066e-05,-0.0019695335419995298,False,False
Revista Finanzas y Política Económica,Accounting,X,0.020150571605765482,258,0,0.0,2.9328657671160754e-05,-0.0021526949566045457,False,False
Economics ecology socium,"General Economics, Econometrics and Finance",E,0.020565412376789906,203,0,0.0,3.049186754208788e-05,-0.0022380734301335166,False,False
International Journal of Business,Accounting,B,0.02058074977042258,295,0,0.0,3.0534636498956774e-05,-0.002241212629983138,False,False
Ekonomista,Economics and Econometrics,E,0.020775474051239584,351,0,0.0,3.1076269381011535e-05,-0.002280967956892524,False,False
International Journal of Academic Research in Economics and Management Sciences,Accounting,B,0.020826801354909906,692,0,0.0,3.121863052744878e-05,-0.002291417126622281,False,False
Economics and Mathematical Methods,Development,X,0.021118065930273235,311,0,0.0,3.202347460780097e-05,-0.002350491899564612,False,False
Ekonomický časopis,Political Science and International Relations,E,0.021425006131794783,211,0,0.0,3.2866571255722176e-05,-0.0024123743737732707,False,False
Statistika Statistics and Economy Journal,Demography,X,0.02199793839150522,100,0,0.0,3.44286058752858e-05,-0.002527026196072072,False,False
"Scientific Papers of the University of Pardubice. Series D, Faculty of Economics and Administration","Management, Monitoring, Policy and Law",X,0.022556821661478772,162,0,0.0,3.594085176994162e-05,-0.002638023574372566,False,False
International Journal of Value Chain Management,Management Information Systems,B,0.0228111049436016,297,0,0.0,3.6626057848220414e-05,-0.0026883170342875753,False,False
Personnel Review,Organizational Behavior and Human Resource Management,B,0.626182056160652,1053,2,0.001899335232668566,0.0019369395721010457,-0.002760121951382186,False,False
International Journal of Business and Emerging Markets,Strategy and Management,B,0.02486315824086361,507,0,0.0,4.212295377220007e-05,-0.0030917838504373905,False,False
De Computis - Revista Española de Historia de la Contabilidad,Accounting,B,0.026107262517444187,313,0,0.0,4.5441410127292446e-05,-0.0033353553203428845,False,False
International Journal of Economic Policy in Emerging Economies,"General Economics, Econometrics and Finance",X,0.02637477263697355,775,0,0.0,4.615236583869728e-05,-0.003387538778292797,False,False
Bankers Markets & Investors,Finance,X,0.02705179493094149,149,0,0.0,4.79244313299989e-05,-0.003517606662362684,False,False
ReMark - Revista Brasileira de Marketing,Information Systems and Management,B,0.027129986878277047,431,0,0.0,4.813051151561918e-05,-0.003532732747614009,False,False
International Journal of Computational Economics and Econometrics,"General Economics, Econometrics and Finance",E,0.028852369183422554,371,0,0.0,5.2573591530427634e-05,-0.0038588505006632253,False,False
The Economics and Finance Letters,Accounting,B,0.02902594822520791,151,0,0.0,5.3018521581865e-05,-0.003891507933830132,False,False
Vierteljahrshefte zur Wirtschaftsforschung,Economics and Econometrics,E,0.029079755276108524,313,0,0.0,5.3156178831670816e-05,-0.003901611842120774,False,False
Financial Internet Quarterly,Accounting,B,0.029552861057066643,119,0,0.0,5.436133813467936e-05,-0.003990069363176795,False,False
International Journal of Business and Globalisation,Management of Technology and Innovation,B,0.029923629207102877,1410,0,0.0,5.529954613700142e-05,-0.004058932918321042,False,False
Ekonomia i Prawo,Economics and Econometrics,E,0.030101470660825254,397,0,0.0,5.574770166790706e-05,-0.004091827098544764,False,False
International Journal of Banking Accounting and Finance,Accounting,B,0.030943165919169582,231,0,0.0,5.785328195088901e-05,-0.004246374644045227,False,False
