source_idx,source_name,work_idx,publication_year,doi,doi_token,dominant_token,n_token_in_source,flag_type,title
163534328,Marketing Science,3008935630,2006,https://doi.org/10.5555/1235545.1235550,1235545,mksc,2,foreign_token,Enabling the Willing
163534328,Marketing Science,3086305095,2006,https://doi.org/10.5555/1235545.1235551,1235545,mksc,2,foreign_token,The Changing Architecture of Advertising Agencies
163534328,Marketing Science,3010962561,2006,https://doi.org/10.5555/2805152.2805159,2805152,mksc,2,foreign_token,Benefits of Channel Discord in the Sale of Durable Goods
163534328,Marketing Science,3004884578,2006,https://doi.org/10.5555/2805152.2805156,2805152,mksc,2,foreign_token,An Empirical Study of the Impact of Nonlinear Shipping and Handling Fees on Purchase Incidence and Expenditure Decisions
163534328,Marketing Science,3008337869,2007,https://doi.org/10.5555/2804902.2804905,2804902,mksc,2,foreign_token,News Consumption and Media Bias
163534328,Marketing Science,3008073931,2007,https://doi.org/10.5555/2804902.2804911,2804902,mksc,2,foreign_token,Brand Effects on Choice and Choice Set Formation Under Uncertainty
163534328,Marketing Science,3195719909,2007,https://doi.org/10.5555/2804890.2804893,2804890,mksc,2,foreign_token,Designing Price Contracts for Boundedly Rational Customers
163534328,Marketing Science,3022116349,2007,https://doi.org/10.5555/2804890.2804895,2804890,mksc,2,foreign_token,Adaptive Idea Screening Using Consumers
163534328,Marketing Science,3102314766,2008,https://doi.org/10.5555/2805164.2805177,2805164,mksc,2,foreign_token,Disentangling Pioneering Cost Advantages and Disadvantages
163534328,Marketing Science,3022150286,2008,https://doi.org/10.5555/2805164.2805169,2805164,mksc,2,foreign_token,Practice Prize Report---The Power of CLV
163534328,Marketing Science,3005760364,2008,https://doi.org/10.5555/1528808.1528814,1528808,mksc,2,foreign_token,Practice Prize Report---Planning New Tariffs at tele.ring
163534328,Marketing Science,3021670973,2008,https://doi.org/10.5555/1528808.1528818,1528808,mksc,2,foreign_token,Pooling and Dynamic Forgetting Effects in Multitheme Advertising
163534328,Marketing Science,3031290007,2011,https://doi.org/10.5555/2880346.2880347,2880346,mksc,2,foreign_token,Internet Channel Entry
163534328,Marketing Science,3006043495,2011,https://doi.org/10.5555/2880346.2880351,2880346,mksc,2,foreign_token,The Perils of Behavior-Based Personalization
163534328,Marketing Science,3005653793,2013,https://doi.org/10.5555/2875259.2875265,2875259,mksc,2,foreign_token,Favoring the Winner or Loser in Repeated Contests
163534328,Marketing Science,3006336379,2013,https://doi.org/10.5555/2875259.2875264,2875259,mksc,2,foreign_token,Online Display Advertising
163534328,Marketing Science,3161656630,2015,https://doi.org/10.5555/3216238.3216244,3216238,mksc,2,foreign_token,Position Effects in Search Advertising and their Moderators
163534328,Marketing Science,3175528443,2015,https://doi.org/10.5555/3216238.3216242,3216238,mksc,2,foreign_token,Construction of Heterogeneous Conjoint Choice Designs
206124708,Organization Science,3042464651,2013,https://doi.org/10.5555/2842479.2842490,2842479,orsc,1,foreign_token,Looking Inside the Dream Team
206124708,Organization Science,3035481206,2013,https://doi.org/10.5555/2869892.2869900,2869892,orsc,1,foreign_token,"Task Bubbles, Artifacts, Shared Emotion, and Mutual Focus of Attention"
206124708,Organization Science,3009162335,2015,https://doi.org/10.5555/2869912.2869916,2869912,orsc,1,foreign_token,"Embracing, Passing, Revealing, and the Ideal Worker Image"
2764812334,Quality Management Journal,36947238,2009,https://doi.org/10.1007/s00432-023-04648-8,s00432,10686967,1,foreign_token,"Commentary: Quality Principles, Philosophies, and Methodologies Applicable to the Mortgage-Finance Supply Chain"
170137484,Review of Financial Studies,4240832262,2003,https://doi.org/10.1093/rpd/hhg054,rpd,rfs,1,foreign_token,Family Values and the Star Phenomenon: Strategies of Mutual Fund Families
170137484,Review of Financial Studies,4239523467,2016,https://doi.org/10.1093/res/hhw106,res,rfs,1,foreign_token,Financing and New Product Decisions of Private and Publicly Traded Firms
170137484,Review of Financial Studies,3201120546,2021,https://doi.org/10.1093/restud/hhab106,restud,rfs,1,foreign_token,The Equilibrium Consequences of Indexing
945769174,Revue d économie politique,19898706,2000,https://doi.org/10.1016/s0828-282x(09)70170-9,s0828,redp,1,foreign_token,Assurance et prévention optimale
945769174,Revue d économie politique,10042696,2001,https://doi.org/10.1103/physrevlett.65.2792,physrevlett,redp,1,foreign_token,Une analyse économétrique des comportements de retrait d'activité
945769174,Revue d économie politique,5549185,2001,https://doi.org/10.1016/0002-9378(71)90341-3,0002,redp,1,foreign_token,Propiété occupante et composition du portefeuille au cours du cycle de vie
945769174,Revue d économie politique,10294007,2001,https://doi.org/10.1002/chp.4750090106,chp,redp,1,foreign_token,Croissance et système de retraite dans une société duale
945769174,Revue d économie politique,24048346,2004,https://doi.org/10.1038/ncomms3489,ncomms3489,redp,1,foreign_token,A simple neokeynesian model without the LM curve
945769174,Revue d économie politique,33732542,2005,https://doi.org/10.7717/peerj.10757,peerj,redp,1,foreign_token,Market psychology and financial anomalies: the role of self-fulfilling prophecies
945769174,Revue d économie politique,4402548218,2024,https://doi.org/10.3917/e.redp.345.0665,e,redp,2,foreign_token,"The Impact of Environmental Beliefs, Personal Values and Policy Perception on Recycling Behavior"
945769174,Revue d économie politique,4411037995,2024,https://doi.org/10.3917/e.redp.345.0651,e,redp,2,foreign_token,"The energy transition: some insights into the challenges, obstacles and conditions for success"
102949365,Strategic Management Journal,18274017,2011,https://doi.org/10.7205/milmed.172.12.1225,milmed,smj,1,foreign_token,Strategic (Mis)fit: The Implementation of TQM in Manufacturing Firms.
2911234051,The Irish Journal of Management,11035935,2011,https://doi.org/10.48460/mu.mural.00020342,mu,ijm,1,foreign_token,Consumer Behaviour in Social Networking Sites: Implications for Marketers.
99789271,The Journal of Fixed Income,2888002930,2013,https://doi.org/10.3905/1606,1606,jfi,1,foreign_token,"Financial Crisis, Temporary Liquidity Guarantee Program,"
99789271,The Journal of Fixed Income,2808207592,2013,https://doi.org/10.3905/1605,1605,jfi,1,foreign_token,The Supply Factor in the Bond Market: Implications for Bond Risk and Return
99789271,The Journal of Fixed Income,2909985116,2018,https://doi.org/10.3905/2910,2910,jfi,1,foreign_token,Counterparty Risk and the Pricing of Municipal Bonds
99789271,The Journal of Fixed Income,2886567078,2018,https://doi.org/10.3905/1739,1739,jfi,1,foreign_token,Extraction of Implied Default Probabilities and Expected Recovery Values from a Combination of Bond Prices and Credit Default Swap Spreads
99789271,The Journal of Fixed Income,3122594195,2018,https://doi.org/10.3905/1548,1548,jfi,1,foreign_token,Pricing Agency Mortgage Backed Securities under Quadratic Gaussian Models
99789271,The Journal of Fixed Income,2910449332,2018,https://doi.org/10.3905/3037,3037,jfi,1,foreign_token,What Moves the Correlation between Equity and CDS Markets
99789271,The Journal of Fixed Income,2886291841,2018,https://doi.org/10.3905/3740,3740,jfi,1,foreign_token,A Structural Model for Optimal Selection of Maturity and Timing of Callable Bond Issuance: Help in Incorporating the Impact of Federal Reserve Policy and other Factors
99789271,The Journal of Fixed Income,2883748364,2018,https://doi.org/10.3905/1917,1917,jfi,1,foreign_token,Impact of New Regulation on Bank Capital: Analysis of Incremental Risk Charge for Trading Portfolios
99789271,The Journal of Fixed Income,3025011761,2020,https://doi.org/10.3905/6285,6285,jfi,1,foreign_token,Pricing Death Bonds: Fair Value Measurement in the Life Settlement Market
2738004809,The Journal of Philosophical Economics,17116035,2013,https://doi.org/10.1111/j.1528-1167.2006.00816.x,j,jpe,1,foreign_token,"Awakening Giants, Feet of Clay: Assessing the Economic Rise of China and India"
14567820,The Journal of developing areas,18496546,2003,https://doi.org/10.1038/laban0608-271,laban0608,jda,1,foreign_token,Empirics for World Income Distribution: What Does the World Bank Data Reveal?
