,inCites_organisation,substring,oa_id,oa_name,oa_country,score,matching_type,chosen,organization_established,organization_id,organization_links,organization_types
2,Centre National de la Recherche Scientifique (CNRS),Centre National de la Recherche Scientifique CNRS,https://openalex.org/I4210089144,Centre National pour la Recherche Scientifique et Technique (CNRST),MA,0.8,COMMON TERMS,False,1975.0,https://ror.org/00675rp98,"[{'type': 'website', 'value': 'https://www.cnrst.ma'}]","['funder', 'government']"
0,Drexel University,Drexel University,https://openalex.org/I72816309,Drexel University,US,1.0,EXACT,True,1891.0,https://ror.org/04bdffz58,"[{'type': 'website', 'value': 'https://drexel.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Drexel_University'}]","['education', 'funder']"
0,Dublin City University,Dublin City University,https://openalex.org/I42934936,Dublin City University,IE,1.0,EXACT,True,1975.0,https://ror.org/04a1a1e81,"[{'type': 'website', 'value': 'https://www.dcu.ie'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Dublin_City_University'}]","['education', 'funder']"
0,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,https://openalex.org/I102335020,Karlsruhe Institute of Technology,DE,1.0,EXACT,True,2009.0,https://ror.org/04t3en479,"[{'type': 'website', 'value': 'https://www.kit.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Karlsruhe_Institute_of_Technology'}]","['education', 'funder']"
0,Emory University,Emory University,https://openalex.org/I150468666,Emory University,US,1.0,EXACT,True,1836.0,https://ror.org/03czfpz43,"[{'type': 'website', 'value': 'https://www.emory.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Emory_University'}]","['education', 'funder']"
0,European Central Bank,European Central Bank,https://openalex.org/I153515283,European Central Bank,DE,1.0,EXACT,True,1998.0,https://ror.org/00ajckn66,"[{'type': 'website', 'value': 'https://www.ecb.europa.eu/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/European_Central_Bank'}]","['funder', 'government']"
0,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,https://openalex.org/I171543936,Free University of Bozen-Bolzano,IT,1.0,EXACT,True,1997.0,https://ror.org/012ajp527,"[{'type': 'website', 'value': 'https://www.unibz.it'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Free_University_of_Bozen-Bolzano'}]","['education', 'funder']"
0,Georgetown University,Georgetown University,https://openalex.org/I184565670,Georgetown University,US,1.0,EXACT,True,1789.0,https://ror.org/05vzafd60,"[{'type': 'website', 'value': 'https://www.georgetown.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Georgetown_University'}]","['education', 'funder']"
0,Georgia Institute of Technology,Georgia Institute of Technology,https://openalex.org/I130701444,Georgia Institute of Technology,US,1.0,EXACT,True,1885.0,https://ror.org/01zkghx44,"[{'type': 'website', 'value': 'https://www.gatech.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Georgia_Institute_of_Technology'}]","['education', 'funder']"
0,Ghent University,Ghent University,https://openalex.org/I32597200,Ghent University,BE,1.0,EXACT,True,1817.0,https://ror.org/00cv9y106,"[{'type': 'website', 'value': 'https://www.ugent.be'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Ghent_University'}]","['education', 'funder']"
0,Hebrew University of Jerusalem,Hebrew University of Jerusalem,https://openalex.org/I197251160,Hebrew University of Jerusalem,IL,1.0,EXACT,True,1925.0,https://ror.org/03qxff017,"[{'type': 'website', 'value': 'http://new.huji.ac.il/en'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Hebrew_University_of_Jerusalem'}]","['education', 'funder']"
0,Hautes Etudes Commerciales (HEC) Paris,Hautes Etudes Commerciales HEC Paris,https://openalex.org/I83860666,HEC Paris,FR,0.9,COMMON TERMS,True,1881.0,https://ror.org/0423jsj19,"[{'type': 'website', 'value': 'https://www.hec.edu'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/HEC_Paris'}]",['education']
1,Hautes Etudes Commerciales (HEC) Paris,Hautes Etudes Commerciales HEC Paris,https://openalex.org/I4210163462,École Pratique des Hautes Études Commerciales,BE,0.74,COMMON TERMS,False,,https://ror.org/05fj0ng27,"[{'type': 'website', 'value': 'http://www.ephec.be/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/%C3%89cole_pratique_des_hautes_%C3%A9tudes_commerciales'}]",['education']
2,Hautes Etudes Commerciales (HEC) Paris,Hautes Etudes Commerciales HEC Paris,https://openalex.org/I4210138196,HEC Paris in Qatar,QA,0.73,COMMON TERMS,False,1995.0,https://ror.org/03ctqg407,"[{'type': 'website', 'value': 'https://www.qatar.exed.hec.edu'}]",['education']
0,Consejo Superior de Investigaciones Cientificas (CSIC),Consejo Superior de Investigaciones Cientificas CSIC,https://openalex.org/I134820265,Consejo Superior de Investigaciones Científicas,ES,0.95,COMMON TERMS,True,1939.0,https://ror.org/02gfc7t72,"[{'type': 'website', 'value': 'https://www.csic.es'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Spanish_National_Research_Council'}]","['funder', 'government']"
1,Consejo Superior de Investigaciones Cientificas (CSIC),Consejo Superior de Investigaciones Cientificas CSIC,https://openalex.org/I4210122970,Comisión de Investigaciones Científicas,AR,0.77,COMMON TERMS,False,,https://ror.org/02s7sax82,"[{'type': 'website', 'value': 'https://www.cic.gba.gob.ar'}]","['funder', 'government']"
2,Consejo Superior de Investigaciones Cientificas (CSIC),Consejo Superior de Investigaciones Cientificas CSIC,https://openalex.org/I4210123106,Comisión Sectorial de Investigación Científica,UY,0.76,FUZZY,False,1990.0,https://ror.org/02trn6p95,"[{'type': 'website', 'value': 'http://www.csic.edu.uy/'}]","['funder', 'government']"
0,International Monetary Fund,International Monetary Fund,https://openalex.org/I1310145890,International Monetary Fund,US,1.0,EXACT,True,1945.0,https://ror.org/05m4rmw09,"[{'type': 'website', 'value': 'http://www.imf.org/external/index.htm'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/International_Monetary_Fund'}]","['funder', 'other']"
0,KU Leuven,KU Leuven,https://openalex.org/I99464096,KU Leuven,BE,1.0,EXACT,True,1425.0,https://ror.org/05f950310,"[{'type': 'website', 'value': 'http://www.kuleuven.be/english'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Katholieke_Universiteit_Leuven'}]","['education', 'funder']"
0,Lancaster University,Lancaster University,https://openalex.org/I67415387,Lancaster University,GB,1.0,EXACT,True,1964.0,https://ror.org/04f2nsd36,"[{'type': 'website', 'value': 'https://www.lancaster.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Lancaster_University'}]","['education', 'funder']"
0,Linkoping University,Linkoping University,https://openalex.org/I102134673,Linköping University,SE,1.0,EXACT,True,1969.0,https://ror.org/05ynxx418,"[{'type': 'website', 'value': 'https://liu.se/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Link%C3%B6ping_University'}]","['education', 'funder']"
0,Osaka University,Osaka University,https://openalex.org/I98285908,The University of Osaka,JP,1.0,EXACT,True,1724.0,https://ror.org/035t8zc32,"[{'type': 'website', 'value': 'https://www.osaka-u.ac.jp'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Osaka_University'}]","['education', 'funder']"
0,Lund University,Lund University,https://openalex.org/I187531555,Lund University,SE,1.0,EXACT,True,1666.0,https://ror.org/012a77v79,"[{'type': 'website', 'value': 'https://www.lu.se'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Lund_University'}]","['education', 'funder']"
0,Heriot Watt University,Heriot Watt University,https://openalex.org/I32062511,Heriot-Watt University,GB,1.0,EXACT,True,1821.0,https://ror.org/04mghma93,"[{'type': 'website', 'value': 'http://www.hw.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Heriot-Watt_University'}]","['education', 'funder']"
0,Mississippi State University,Mississippi State University,https://openalex.org/I99041443,Mississippi State University,US,1.0,EXACT,True,1878.0,https://ror.org/0432jq872,"[{'type': 'website', 'value': 'https://www.msstate.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Mississippi_State_University'}]","['education', 'funder']"
0,Nanyang Technological University,Nanyang Technological University,https://openalex.org/I172675005,Nanyang Technological University,SG,1.0,EXACT,True,1991.0,https://ror.org/02e7b5302,"[{'type': 'website', 'value': 'https://www.ntu.edu.sg'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Nanyang_Technological_University'}]","['education', 'funder']"
0,Peking University,Peking University,https://openalex.org/I20231570,Peking University,CN,1.0,EXACT,True,1898.0,https://ror.org/02v51f717,"[{'type': 'website', 'value': 'https://www.pku.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Peking_University'}]","['education', 'funder']"
0,Organisation for Economic Co-operation & Development (OECD),Organisation for Economic Co operation & Development OECD,https://openalex.org/I1288051870,Organisation de Coopération et de Développement Economiques,FR,0.96,COMMON TERMS,False,1961.0,https://ror.org/0438wbg98,"[{'type': 'website', 'value': 'http://www.oecd.org/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/OECD'}]","['funder', 'government']"
1,Organisation for Economic Co-operation & Development (OECD),Organisation for Economic Co operation & Development OECD,https://openalex.org/I161746293,Brazilian Development Bank,BR,0.72,FUZZY,False,1952.0,https://ror.org/0145x2c32,"[{'type': 'website', 'value': 'http://www.bndes.gov.br/SiteBNDES/bndes/bndes_en'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Brazilian_Development_Bank'}]","['funder', 'government']"
2,Organisation for Economic Co-operation & Development (OECD),Organisation for Economic Co operation & Development OECD,https://openalex.org/I4210158788,International Organisation for Knowledge Economy and Enterprise Development,SE,0.72,COMMON TERMS,False,2002.0,https://ror.org/04s69jg60,"[{'type': 'website', 'value': 'http://www.iked.org/'}]",['nonprofit']
0,Polytechnic University of Milan,Polytechnic University of Milan,https://openalex.org/I93860229,Politecnico di Milano,IT,1.0,EXACT,True,1863.0,https://ror.org/01nffqt88,"[{'type': 'website', 'value': 'https://polimi.it'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Polytechnic_University_of_Milan'}]","['education', 'funder']"
0,Queensland University of Technology (QUT),University of Queensland,https://openalex.org/I165143802,The University of Queensland,AU,1.0,HEURISTICS,False,1909.0,https://ror.org/00rqy9422,"[{'type': 'website', 'value': 'https://www.uq.edu.au'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Queensland'}]","['education', 'funder']"
0,Renmin University of China,Renmin University of China,https://openalex.org/I78988378,Renmin University of China,CN,1.0,EXACT,True,1937.0,https://ror.org/041pakw92,"[{'type': 'website', 'value': 'https://www.ruc.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Renmin_University_of_China'}]","['education', 'funder']"
0,Rice University,Rice University,https://openalex.org/I74775410,Rice University,US,1.0,EXACT,True,1912.0,https://ror.org/008zs3103,"[{'type': 'website', 'value': 'https://www.rice.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Rice_University'}]","['education', 'funder']"
0,Rutgers University New Brunswick,Rutgers University,https://openalex.org/I102322142,"Rutgers, The State University of New Jersey",US,1.0,HEURISTICS,True,1825.0,https://ror.org/05vt9qd57,"[{'type': 'website', 'value': 'http://www.rutgers.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Rutgers_University'}]","['education', 'funder']"
0,Shanghai Jiao Tong University,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,CN,1.0,EXACT,True,1896.0,https://ror.org/0220qvk04,"[{'type': 'website', 'value': 'https://www.sjtu.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Shanghai_Jiao_Tong_University'}]","['education', 'funder']"
0,Simon Fraser University,Simon Fraser University,https://openalex.org/I18014758,Simon Fraser University,CA,1.0,EXACT,True,1965.0,https://ror.org/0213rcc28,"[{'type': 'website', 'value': 'https://www.sfu.ca'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Simon_Fraser_University'}]","['education', 'funder']"
0,University of Tasmania,University of Tasmania,https://openalex.org/I129801699,University of Tasmania,AU,1.0,EXACT,True,1890.0,https://ror.org/01nfmeh72,"[{'type': 'website', 'value': 'https://www.utas.edu.au'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Tasmania'}]","['education', 'funder']"
0,Southwestern University of Finance & Economics - China,Southwestern University of Finance & Economics China,https://openalex.org/I204831749,Southwestern University of Finance and Economics,CN,0.94,COMMON TERMS,True,1925.0,https://ror.org/04ewct822,"[{'type': 'website', 'value': 'https://www.swufe.edu.cn/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Southwestern_University_of_Finance_and_Economics'}]","['education', 'funder']"
1,Southwestern University of Finance & Economics - China,Southwestern University of Finance & Economics China,https://openalex.org/I137867983,Central University of Finance and Economics,CN,0.8,COMMON TERMS,False,1949.0,https://ror.org/008e3hf02,"[{'type': 'website', 'value': 'http://www.cufe.edu.cn/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Central_University_of_Finance_and_Economics'}]","['education', 'funder']"
2,Southwestern University of Finance & Economics - China,Southwestern University of Finance & Economics China,https://openalex.org/I130480701,Dongbei University of Finance and Economics,CN,0.76,COMMON TERMS,False,1952.0,https://ror.org/05db1pj03,"[{'type': 'website', 'value': 'http://www.dufe.edu.cn/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Dongbei_University_of_Finance_and_Economics'}]",['education']
0,Stockholm School of Economics,Stockholm School of Economics,https://openalex.org/I180242103,Stockholm School of Economics,SE,1.0,EXACT,True,1909.0,https://ror.org/01s5jzh92,"[{'type': 'website', 'value': 'https://www.hhs.se/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Stockholm_School_of_Economics'}]",['education']
0,Stockholm University,Stockholm University,https://openalex.org/I161593684,Stockholm University,SE,1.0,EXACT,True,1878.0,https://ror.org/05f0yaq80,"[{'type': 'website', 'value': 'https://www.su.se'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Stockholm_University'}]","['education', 'funder']"
0,ETH Zurich,ETH Zurich,https://openalex.org/I35440088,ETH Zurich,CH,1.0,EXACT,True,1855.0,https://ror.org/05a28rw58,"[{'type': 'website', 'value': 'https://ethz.ch'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/ETH_Zurich'}]","['education', 'funder']"
0,Temple University,Temple University,https://openalex.org/I84392919,Temple University,US,1.0,EXACT,True,1884.0,https://ror.org/00kx1jb78,"[{'type': 'website', 'value': 'https://www.temple.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Temple_University'}]","['education', 'funder']"
0,University of Economics Bratislava,University of Economics Bratislava,https://openalex.org/I64935225,Bratislava University of Economics and Business,SK,0.96,COMMON TERMS,True,1940.0,https://ror.org/0310h1546,"[{'type': 'website', 'value': 'https://euba.sk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Economics_in_Bratislava'}]",['education']
1,University of Economics Bratislava,University of Economics,https://openalex.org/I4405254225,University of Home Economics,PK,0.9,HEURISTICS,False,,https://ror.org/01jdwf714,"[{'type': 'website', 'value': 'https://uhe.edu.pk'}]",['education']
2,University of Economics Bratislava,University of Economics,https://openalex.org/I3130081645,Yangon University of Economics,MM,0.87,HEURISTICS,False,1964.0,https://ror.org/0133h5567,"[{'type': 'website', 'value': 'https://yueco.edu.mm'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Yangon_University_of_Economics'}]",['education']
0,Trinity College Dublin,Trinity College Dublin,https://openalex.org/I205274468,Trinity College Dublin,IE,1.0,EXACT,True,1592.0,https://ror.org/02tyrky19,"[{'type': 'website', 'value': 'https://www.tcd.ie/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Trinity_College,_Dublin'}]","['education', 'funder']"
0,Tsinghua University,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,CN,1.0,EXACT,True,1911.0,https://ror.org/03cve4549,"[{'type': 'website', 'value': 'https://www.tsinghua.edu.cn'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Tsinghua_University'}]","['education', 'funder']"
0,Autonomous University of Barcelona,Autonomous University of Barcelona,https://openalex.org/I123044942,Universitat Autònoma de Barcelona,ES,1.0,EXACT,True,1968.0,https://ror.org/052g8jq94,"[{'type': 'website', 'value': 'https://www.uab.cat'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Autonomous_University_of_Barcelona'}]","['education', 'funder']"
0,University of Bath,University of Bath,https://openalex.org/I51601045,University of Bath,GB,1.0,EXACT,True,1966.0,https://ror.org/002h8g185,"[{'type': 'website', 'value': 'http://www.bath.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Bath'}]","['education', 'funder']"
0,University of Bergamo,University of Bergamo,https://openalex.org/I11039511,University of Bergamo,IT,1.0,EXACT,True,1968.0,https://ror.org/02mbd5571,"[{'type': 'website', 'value': 'https://www.unibg.it'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Bergamo'}]","['education', 'funder']"
0,University of Birmingham,University of Birmingham,https://openalex.org/I79619799,University of Birmingham,GB,1.0,EXACT,True,1900.0,https://ror.org/03angcq70,"[{'type': 'website', 'value': 'http://www.birmingham.ac.uk/index.aspx'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Birmingham'}]","['education', 'funder']"
0,University of California Irvine,University of California Irvine,https://openalex.org/I204250578,"University of California, Irvine",US,1.0,EXACT,True,1965.0,https://ror.org/04gyf1771,"[{'type': 'website', 'value': 'http://uci.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_California,_Irvine'}]","['education', 'funder']"
0,University College Dublin,University College Dublin,https://openalex.org/I4405259927,UCD Foundation,IE,1.0,EXACT,True,,https://ror.org/02yc19841,"[{'type': 'website', 'value': 'https://www.ucdfoundation.ie'}]","['funder', 'nonprofit']"
0,University of Colorado Boulder,University of Colorado Boulder,https://openalex.org/I188538660,University of Colorado Boulder,US,1.0,EXACT,True,1876.0,https://ror.org/02ttsq026,"[{'type': 'website', 'value': 'http://www.colorado.edu/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Colorado_Boulder'}]","['education', 'funder']"
0,University of Copenhagen,University of Copenhagen,https://openalex.org/I124055696,University of Copenhagen,DK,1.0,EXACT,True,1479.0,https://ror.org/035b05819,"[{'type': 'website', 'value': 'https://www.ku.dk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Copenhagen'}]","['education', 'funder']"
0,University of Delaware,University of Delaware,https://openalex.org/I86501945,University of Delaware,US,1.0,EXACT,True,1743.0,https://ror.org/01sbq1a82,"[{'type': 'website', 'value': 'https://www.udel.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Delaware'}]","['education', 'funder']"
0,University of East Anglia,University of East Anglia,https://openalex.org/I1118541,University of East Anglia,GB,1.0,EXACT,True,1963.0,https://ror.org/026k5mg93,"[{'type': 'website', 'value': 'https://www.uea.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_East_Anglia'}]","['education', 'funder']"
0,University of Edinburgh,University of Edinburgh,https://openalex.org/I98677209,University of Edinburgh,GB,1.0,EXACT,True,1582.0,https://ror.org/01nrxwf90,"[{'type': 'website', 'value': 'https://www.ed.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Edinburgh'}]","['education', 'funder']"
0,University of Florida,University of Florida,https://openalex.org/I33213144,University of Florida,US,1.0,EXACT,True,1853.0,https://ror.org/02y3ad647,"[{'type': 'website', 'value': 'https://www.ufl.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Florida'}]","['education', 'funder']"
0,University of Georgia,University of Georgia,https://openalex.org/I165733156,University of Georgia,US,1.0,EXACT,True,1785.0,https://ror.org/00te3t702,"[{'type': 'website', 'value': 'https://www.uga.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Georgia'}]","['education', 'funder']"
0,Villanova University,Villanova University,https://openalex.org/I7863295,Villanova University,US,1.0,EXACT,True,1842.0,https://ror.org/02g7kd627,"[{'type': 'website', 'value': 'https://www1.villanova.edu/university.html'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Villanova_University'}]","['education', 'funder']"
0,University of Illinois Chicago,University of Illinois Chicago,https://openalex.org/I39422238,University of Illinois Chicago,US,1.0,EXACT,True,1858.0,https://ror.org/02mpq6x41,"[{'type': 'website', 'value': 'https://www.uic.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Illinois_at_Chicago'}]","['education', 'funder']"
0,University of Lausanne,University of Lausanne,https://openalex.org/I97565354,University of Lausanne,CH,1.0,EXACT,True,1537.0,https://ror.org/019whta54,"[{'type': 'website', 'value': 'https://www.unil.ch'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Lausanne'}]","['education', 'funder']"
0,Laval University,Laval University,https://openalex.org/I43406934,Université Laval,CA,1.0,EXACT,True,1663.0,https://ror.org/04sjchr03,"[{'type': 'website', 'value': 'https://www.ulaval.ca'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Laval_University'}]","['education', 'funder']"
0,University of Leeds,University of Leeds,https://openalex.org/I130828816,University of Leeds,GB,1.0,EXACT,True,1904.0,https://ror.org/024mrxd33,"[{'type': 'website', 'value': 'https://www.leeds.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Leeds'}]","['education', 'funder']"
0,University of Cape Town,University of Cape Town,https://openalex.org/I157614274,University of Cape Town,ZA,1.0,EXACT,True,1829.0,https://ror.org/03p74gp79,"[{'type': 'website', 'value': 'https://uct.ac.za'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Cape_Town'}]","['education', 'funder']"
0,University of Mannheim,University of Mannheim,https://openalex.org/I177802217,University of Mannheim,DE,1.0,EXACT,True,1763.0,https://ror.org/031bsb921,"[{'type': 'website', 'value': 'https://www.uni-mannheim.de/en/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Mannheim'}]","['education', 'funder']"
0,University of Newcastle,Newcastle University,https://openalex.org/I78757542,University of Newcastle Australia,AU,1.0,HEURISTICS,False,1965.0,https://ror.org/00eae9z71,"[{'type': 'website', 'value': 'https://www.newcastle.edu.au'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Newcastle_(Australia)'}]","['education', 'funder']"
0,Universidade Nova de Lisboa,Universidade Nova de Lisboa,https://openalex.org/I83558840,Universidade Nova de Lisboa,PT,1.0,EXACT,True,1973.0,https://ror.org/02xankh89,"[{'type': 'website', 'value': 'https://www.unl.pt'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Universidade_Nova_de_Lisboa'}]","['education', 'funder']"
0,University of Helsinki,University of Helsinki,https://openalex.org/I133731052,University of Helsinki,FI,1.0,EXACT,True,1640.0,https://ror.org/040af2s02,"[{'type': 'website', 'value': 'https://www.helsinki.fi/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Helsinki'}]","['education', 'funder']"
0,Pompeu Fabra University,Pompeu Fabra University,https://openalex.org/I170486558,Universitat Pompeu Fabra,ES,1.0,EXACT,True,1990.0,https://ror.org/04n0g0b29,"[{'type': 'website', 'value': 'https://www.upf.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Pompeu_Fabra_University'}]","['education', 'funder']"
0,University of Pretoria,University of Pretoria,https://openalex.org/I69552723,University of Pretoria,ZA,1.0,EXACT,True,1908.0,https://ror.org/00g0p6g84,"[{'type': 'website', 'value': 'https://www.up.ac.za'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Pretoria'}]","['education', 'funder']"
0,University of Reading,University of Reading,https://openalex.org/I71052956,University of Reading,GB,1.0,EXACT,True,1926.0,https://ror.org/05v62cm79,"[{'type': 'website', 'value': 'https://www.reading.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Reading'}]","['education', 'funder']"
0,Warsaw School of Economics,Warsaw School of Economics,https://openalex.org/I18193975,SGH Warsaw School of Economics,PL,0.93,PHRASE,True,1906.0,https://ror.org/032cph770,"[{'type': 'website', 'value': 'https://www.sgh.waw.pl'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Warsaw_School_of_Economics'}]","['education', 'funder']"
1,Warsaw School of Economics,Warsaw School of Economics,https://openalex.org/I4210092408,Toulouse School of Economics,FR,0.78,COMMON TERMS,False,2007.0,https://ror.org/00ff5f522,"[{'type': 'website', 'value': 'https://www.tse-fr.eu/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/Toulouse_School_of_Economics'}]","['education', 'funder']"
2,Warsaw School of Economics,Warsaw School of Economics,https://openalex.org/I2915760844,American School of Warsaw,PL,0.78,COMMON TERMS,False,1953.0,https://ror.org/035xenz28,"[{'type': 'website', 'value': 'http://www.aswarsaw.org/'}, {'type': 'wikipedia', 'value': 'https://en.wikipedia.org/wiki/American_School_of_Warsaw'}]",['education']
0,University of Sheffield,University of Sheffield,https://openalex.org/I91136226,University of Sheffield,GB,1.0,EXACT,True,1828.0,https://ror.org/05krs5044,"[{'type': 'website', 'value': 'https://www.sheffield.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Sheffield'}]","['education', 'funder']"
0,University of Southampton,University of Southampton,https://openalex.org/I43439940,University of Southampton,GB,1.0,EXACT,True,1952.0,https://ror.org/01ryk1543,"[{'type': 'website', 'value': 'http://www.southampton.ac.uk/'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Southampton'}]","['education', 'funder']"
0,University of Surrey,University of Surrey,https://openalex.org/I28290843,University of Surrey,GB,1.0,EXACT,True,1966.0,https://ror.org/00ks66431,"[{'type': 'website', 'value': 'https://www.surrey.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Surrey'}]","['education', 'funder']"
0,University of Sussex,University of Sussex,https://openalex.org/I162608824,University of Sussex,GB,1.0,EXACT,True,1961.0,https://ror.org/00ayhx656,"[{'type': 'website', 'value': 'https://www.sussex.ac.uk'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Sussex'}]","['education', 'funder']"
0,University of Technology Sydney,University of Technology Sydney,https://openalex.org/I114017466,University of Technology Sydney,AU,1.0,EXACT,True,1988.0,https://ror.org/03f0f6041,"[{'type': 'website', 'value': 'https://www.uts.edu.au'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/University_of_Technology,_Sydney'}]","['education', 'funder']"
0,Auburn University,Auburn University,https://openalex.org/I82497590,Auburn University,US,1.0,EXACT,True,1856.0,https://ror.org/02v80fc35,"[{'type': 'website', 'value': 'https://auburn.edu'}, {'type': 'wikipedia', 'value': 'http://en.wikipedia.org/wiki/Auburn_University'}]","['education', 'funder']"
