source_id,dd_name,incites_name,journal_name,ISSN,categories,Categories_1
https://openalex.org/S114268679,Journal of Electronic Commerce Research,JOURNAL OF ELECTRONIC COMMERCE RESEARCH,Journal of electronic commerce research,1526-6133,[BUSINESS],
https://openalex.org/S159137118,Economic and Labour Relations Review,ECONOMIC AND LABOUR RELATIONS REVIEW,The Economic and Labour Relations Review,1035-3046,"[ECONOMICS, INDUSTRIAL RELATIONS & LABOR]",
https://openalex.org/S41930762,JAPANESE ECONOMIC REVIEW,JAPANESE ECONOMIC REVIEW,Japanese Economic Review,1352-4739,[ECONOMICS],
https://openalex.org/S198892436,ACCOUNTING ORGANIZATIONS AND SOCIETY,ACCOUNTING ORGANIZATIONS AND SOCIETY,Accounting Organizations and Society,0361-3682,"['BUSINESS, FINANCE']",
https://openalex.org/S164923136,ENVIRONMENT AND DEVELOPMENT ECONOMICS,ENVIRONMENT AND DEVELOPMENT ECONOMICS,Environment and Development Economics,1355-770X,"[ECONOMICS, ENVIRONMENTAL STUDIES]",
https://openalex.org/S88020226,BUSINESS HISTORY REVIEW,BUSINESS HISTORY REVIEW,The Business History Review,0007-6805,[BUSINESS],
https://openalex.org/S177792750,DECISION SCIENCES,DECISION SCIENCES,Decision Sciences,0011-7315,[MANAGEMENT],
https://openalex.org/S62905163,Operations Management Research,OPERATIONS MANAGEMENT RESEARCH,Operations Management Research,1936-9735,[MANAGEMENT],
https://openalex.org/S165087003,Journal of the European Economic Association,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,Journal of the European Economic Association,1542-4766,[ECONOMICS],
https://openalex.org/S4210171597,Accounting and Finance,ACCOUNTING AND FINANCE,Accounting and Finance,0810-5391,"['BUSINESS, FINANCE']",
https://openalex.org/S2898307581,Journal of Innovation & Knowledge,JOURNAL OF INNOVATION & KNOWLEDGE,Journal of Innovation & Knowledge,2530-7614,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S101163346,International Journal of Strategic Property Management,INTERNATIONAL JOURNAL OF STRATEGIC PROPERTY MANAGEMENT,International Journal of Strategic Property Management,1648-715X,[MANAGEMENT],
https://openalex.org/S65924262,CONTEMPORARY ACCOUNTING RESEARCH,CONTEMPORARY ACCOUNTING RESEARCH,Contemporary Accounting Research,0823-9150,"['BUSINESS, FINANCE']",
https://openalex.org/S5353659,JOURNAL OF FINANCE,JOURNAL OF FINANCE,The Journal of Finance,0022-1082,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S91754907,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,American Journal of Agricultural Economics,0002-9092,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",
https://openalex.org/S980556082,Agricultural Economics-Zemedelska Ekonomika,AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,Agricultural Economics (Zemědělská ekonomika),0139-570X,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",
https://openalex.org/S124412575,Mathematics and Financial Economics,MATHEMATICS AND FINANCIAL ECONOMICS,Mathematics and Financial Economics,1862-9679,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S43019230,PHARMACOECONOMICS,PHARMACOECONOMICS,PharmacoEconomics,1170-7690,"[ECONOMICS, HEALTH CARE SCIENCES & SERVICES, HEALTH POLICY & SERVICES]",
https://openalex.org/S579031,ECONOMIC THEORY,ECONOMIC THEORY,Economic Theory,0938-2259,[ECONOMICS],
https://openalex.org/S69338747,EUROPEAN ECONOMIC REVIEW,EUROPEAN ECONOMIC REVIEW,European Economic Review,0014-2921,[ECONOMICS],
https://openalex.org/S134988049,Econometric Reviews,ECONOMETRIC REVIEWS,Econometric Reviews,0747-4938,[ECONOMICS],
https://openalex.org/S178258306,Empirical Economics,EMPIRICAL ECONOMICS,Empirical Economics,0377-7332,[ECONOMICS],
https://openalex.org/S168273071,International Review of Economics & Finance,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,International Review of Economics & Finance,1059-0560,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S100134864,European Journal of Political Economy,EUROPEAN JOURNAL OF POLITICAL ECONOMY,European Journal of Political Economy,0176-2680,[ECONOMICS],
https://openalex.org/S155153587,Marine Resource Economics,MARINE RESOURCE ECONOMICS,Marine Resource Economics,0738-1360,"[ECONOMICS, ENVIRONMENTAL STUDIES]",
https://openalex.org/S3409213,Service Business,SERVICE BUSINESS,Service Business,1862-8516,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S140551370,Cornell Hospitality Quarterly,CORNELL HOSPITALITY QUARTERLY,Cornell Hospitality Quarterly,1938-9655,[MANAGEMENT],
https://openalex.org/S6772833,Review of Network Economics,REVIEW OF NETWORK ECONOMICS,Review of Network Economics,2194-5993,[ECONOMICS],
https://openalex.org/S4210214577,E & M Ekonomie a Management,E & M EKONOMIE A MANAGEMENT,E+M Ekonomie a Management,1212-3609,"[ECONOMICS, MANAGEMENT]",
https://openalex.org/S1027187413,Amfiteatru Economic,AMFITEATRU ECONOMIC,Amfiteatru Economic,1582-9146,"[BUSINESS, ECONOMICS, MANAGEMENT]",
https://openalex.org/S3416249,REVIEW OF INDUSTRIAL ORGANIZATION,REVIEW OF INDUSTRIAL ORGANIZATION,Review of Industrial Organization,0889-938X,"[ECONOMICS, MANAGEMENT]",
https://openalex.org/S162525099,FINANCIAL ANALYSTS JOURNAL,FINANCIAL ANALYSTS JOURNAL,Financial Analysts Journal,0015-198X,"['BUSINESS, FINANCE']",
https://openalex.org/S191693275,Human Resource Development Quarterly,HUMAN RESOURCE DEVELOPMENT QUARTERLY,Human Resource Development Quarterly,1044-8004,"[INDUSTRIAL RELATIONS & LABOR, MANAGEMENT]",
https://openalex.org/S207154782,Journal of Financial Econometrics,JOURNAL OF FINANCIAL ECONOMETRICS,Journal of Financial Econometrics,1479-8409,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S121409115,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,International Review of Law and Economics,0144-8188,[ECONOMICS],
https://openalex.org/S201675752,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l Administration,0825-0383,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S2898574612,Economic Analysis and Policy,ECONOMIC ANALYSIS AND POLICY,Economic Analysis and Policy,0313-5926,[ECONOMICS],
https://openalex.org/S2764372386,Journal of Behavioral and Experimental Finance,JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,Journal of Behavioral and Experimental Finance,2214-6350,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S4210172125,Comptabilite Controle Audit,COMPTABILITE CONTROLE AUDIT,Comptabilité - Contrôle - Audit,1262-2788,"['BUSINESS, FINANCE']",
https://openalex.org/S4210220385,Economics-The Open Access Open-Assessment E-Journal,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,Economics,1864-6042,[ECONOMICS],
https://openalex.org/S945769174,REVUE D ECONOMIE POLITIQUE,REVUE D ECONOMIE POLITIQUE,Revue d économie politique,0373-2630,[ECONOMICS],
https://openalex.org/S47389216,ECONOMIC AND SOCIAL REVIEW,ECONOMIC AND SOCIAL REVIEW,Economic and social review,0012-9984,[ECONOMICS],
https://openalex.org/S7397502,Transformations in Business & Economics,TRANSFORMATIONS IN BUSINESS & ECONOMICS,Transformations in business & economics,1648-4460,"[BUSINESS, ECONOMICS]",
https://openalex.org/S22247924,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,Entrepreneurship and Regional Development,0898-5626,"[BUSINESS, DEVELOPMENT STUDIES]",
https://openalex.org/S152372256,INTERNATIONAL JOURNAL OF AUDITING,INTERNATIONAL JOURNAL OF AUDITING,International Journal of Auditing,1090-6738,"['BUSINESS, FINANCE']",
https://openalex.org/S163499366,REVIEW OF ECONOMIC DYNAMICS,REVIEW OF ECONOMIC DYNAMICS,Review of Economic Dynamics,1094-2025,[ECONOMICS],
https://openalex.org/S17986141,JOURNAL OF MANAGEMENT INQUIRY,JOURNAL OF MANAGEMENT INQUIRY,Journal of Management Inquiry,1056-4926,[MANAGEMENT],
https://openalex.org/S158011328,American Economic Journal-Economic Policy,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,American Economic Journal Economic Policy,1945-7731,[ECONOMICS],
https://openalex.org/S200872515,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,Journal of Environmental Economics and Management,0095-0696,"[BUSINESS, ECONOMICS, ENVIRONMENTAL STUDIES]",
https://openalex.org/S91661715,KYKLOS,KYKLOS,Kyklos,0023-5962,[ECONOMICS],
https://openalex.org/S117778295,ACADEMY OF MANAGEMENT JOURNAL,ACADEMY OF MANAGEMENT JOURNAL,Academy of Management Journal,0001-4273,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S95496512,Review of Development Economics,REVIEW OF DEVELOPMENT ECONOMICS,Review of Development Economics,1363-6669,"[DEVELOPMENT STUDIES, ECONOMICS]",
https://openalex.org/S32361082,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,European Review of Agricultural Economics,0165-1587,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",
https://openalex.org/S28882882,ORGANIZATION STUDIES,ORGANIZATION STUDIES,Organization Studies,0170-8406,[MANAGEMENT],
https://openalex.org/S81410195,M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,Manufacturing & Service Operations Management,1523-4614,"[MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",
https://openalex.org/S88935262,REVIEW OF ECONOMIC STUDIES,REVIEW OF ECONOMIC STUDIES,The Review of Economic Studies,0034-6527,[ECONOMICS],
https://openalex.org/S149240962,JOURNAL OF FINANCIAL ECONOMICS,JOURNAL OF FINANCIAL ECONOMICS,Journal of Financial Economics,0304-405X,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S199447588,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,Journal of Public Economics,0047-2727,[ECONOMICS],
https://openalex.org/S105567970,European Management Journal,EUROPEAN MANAGEMENT JOURNAL,European Management Journal,0263-2373,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S67103694,CAMBRIDGE JOURNAL OF ECONOMICS,CAMBRIDGE JOURNAL OF ECONOMICS,Cambridge Journal of Economics,0309-166X,[ECONOMICS],
https://openalex.org/S189751245,JOURNAL OF CONSUMER AFFAIRS,JOURNAL OF CONSUMER AFFAIRS,Journal of Consumer Affairs,0022-0078,"[BUSINESS, ECONOMICS]",
https://openalex.org/S63571384,FOOD POLICY,FOOD POLICY,Food Policy,0306-9192,"[AGRICULTURAL ECONOMICS & POLICY, ECONOMICS]",
https://openalex.org/S81125728,International Journal of Managing Projects in Business,INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS,International Journal of Managing Projects in Business,1753-8378,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S49327401,Journal of Sports Economics,JOURNAL OF SPORTS ECONOMICS,Journal of Sports Economics,1527-0025,[ECONOMICS],
https://openalex.org/S17004734,Journal of Agrarian Change,JOURNAL OF AGRARIAN CHANGE,Journal of Agrarian Change,1471-0358,"[DEVELOPMENT STUDIES, ECONOMICS]",
https://openalex.org/S4210186350,Journal of Competition Law & Economics,JOURNAL OF COMPETITION LAW & ECONOMICS,Journal of Competition Law & Economics,1744-6414,[ECONOMICS],
https://openalex.org/S2764465404,Entrepreneurship Research Journal,ENTREPRENEURSHIP RESEARCH JOURNAL,Entrepreneurship Research Journal,2194-6175,[BUSINESS],
https://openalex.org/S4210197148,Estudios de Economia,ESTUDIOS DE ECONOMIA,Estudios de economía,0718-5286,[ECONOMICS],
https://openalex.org/S119908498,JOURNAL OF INTERNATIONAL MARKETING,JOURNAL OF INTERNATIONAL MARKETING,Journal of International Marketing,1069-031X,[BUSINESS],
https://openalex.org/S117685085,WORLD BANK RESEARCH OBSERVER,WORLD BANK RESEARCH OBSERVER,The World Bank Research Observer,0257-3032,"[DEVELOPMENT STUDIES, ECONOMICS]",
https://openalex.org/S127060114,NBER Macroeconomics Annual,NBER MACROECONOMICS ANNUAL,NBER Macroeconomics Annual,0889-3365,[ECONOMICS],
https://openalex.org/S191031105,Asia Pacific Journal of Marketing and Logistics,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,Asia Pacific Journal of Marketing and Logistics,1355-5855,[BUSINESS],
https://openalex.org/S44261207,HITOTSUBASHI JOURNAL OF ECONOMICS,HITOTSUBASHI JOURNAL OF ECONOMICS,Hitotsubashi journal of economics,0018-280X,[ECONOMICS],
https://openalex.org/S23343376,International Business Review,INTERNATIONAL BUSINESS REVIEW,International Business Review,0969-5931,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S97886924,JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT,Journal of Organizational Behavior Management,0160-8061,[MANAGEMENT],
https://openalex.org/S4210203108,Asia-Pacific Journal of Accounting & Economics,ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,Asia-Pacific Journal of Accounting & Economics,1608-1625,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S143806524,JOURNAL OF PORTFOLIO MANAGEMENT,JOURNAL OF PORTFOLIO MANAGEMENT,The Journal of Portfolio Management,0095-4918,"['BUSINESS, FINANCE']",
https://openalex.org/S169221615,INFORMATION ECONOMICS AND POLICY,INFORMATION ECONOMICS AND POLICY,Information Economics and Policy,0167-6245,[ECONOMICS],
https://openalex.org/S99067594,JOURNAL OF INDUSTRIAL ECONOMICS,JOURNAL OF INDUSTRIAL ECONOMICS,Journal of Industrial Economics,0022-1821,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S41958068,Journal of Consumer Behaviour,JOURNAL OF CONSUMER BEHAVIOUR,Journal of Consumer Behaviour,1472-0817,[BUSINESS],
https://openalex.org/S50174339,INTERNATIONAL LABOUR REVIEW,INTERNATIONAL LABOUR REVIEW,International Labour Review,0020-7780,"[ECONOMICS, INDUSTRIAL RELATIONS & LABOR]",
https://openalex.org/S4210220312,International Journal of Logistics-Research and Applications,INTERNATIONAL JOURNAL OF LOGISTICS-RESEARCH AND APPLICATIONS,International Journal of Logistics Research and Applications,1367-5567,[MANAGEMENT],
https://openalex.org/S143668711,ADMINISTRATIVE SCIENCE QUARTERLY,ADMINISTRATIVE SCIENCE QUARTERLY,Administrative Science Quarterly,0001-8392,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S62142384,JOURNAL OF ACCOUNTING & ECONOMICS,JOURNAL OF ACCOUNTING & ECONOMICS,Journal of Accounting and Economics,0165-4101,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S2738551320,Health Economics Review,HEALTH ECONOMICS REVIEW,Health Economics Review,2191-1991,"[ECONOMICS, HEALTH POLICY & SERVICES]",
https://openalex.org/S125273398,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,The Quarterly Review of Economics and Finance,1062-9769,[ECONOMICS],
https://openalex.org/S146534985,Journal of Economic Interaction and Coordination,JOURNAL OF ECONOMIC INTERACTION AND COORDINATION,Journal of Economic Interaction and Coordination,1860-711X,[ECONOMICS],
https://openalex.org/S206615888,ECONOMIC INQUIRY,ECONOMIC INQUIRY,Economic Inquiry,0095-2583,[ECONOMICS],
https://openalex.org/S163774179,LABOUR ECONOMICS,LABOUR ECONOMICS,Labour Economics,0927-5371,[ECONOMICS],
https://openalex.org/S187709482,Electronic Commerce Research and Applications,ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS,Electronic Commerce Research and Applications,1567-4223,[BUSINESS],
https://openalex.org/S164321952,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,International Journal of Operations & Production Management,0144-3577,[MANAGEMENT],
https://openalex.org/S26073974,OXFORD ECONOMIC PAPERS-NEW SERIES,OXFORD ECONOMIC PAPERS-NEW SERIES,Oxford Economic Papers,0030-7653,[ECONOMICS],
https://openalex.org/S70175541,Management and Organization Review,MANAGEMENT AND ORGANIZATION REVIEW,Management and Organization Review,1740-8776,[MANAGEMENT],
https://openalex.org/S189738091,Consumption Markets & Culture,CONSUMPTION MARKETS & CULTURE,Consumption Markets & Culture,1025-3866,[BUSINESS],
https://openalex.org/S57522439,AUSTRALIAN ECONOMIC PAPERS,AUSTRALIAN ECONOMIC PAPERS,Australian Economic Papers,0004-900X,[ECONOMICS],
https://openalex.org/S90392387,SOUTH AFRICAN JOURNAL OF ECONOMICS,SOUTH AFRICAN JOURNAL OF ECONOMICS,South African Journal of Economics,0038-2280,[ECONOMICS],
https://openalex.org/S204467137,Series-Journal of the Spanish Economic Association,SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,SERIEs,1869-4187,[ECONOMICS],
https://openalex.org/S4210205092,MILITARY OPERATIONS RESEARCH,MILITARY OPERATIONS RESEARCH,Military Operations Research,1082-5983,[OPERATIONS RESEARCH & MANAGEMENT SCIENCE],
https://openalex.org/S2765036361,Journal of Risk Model Validation,JOURNAL OF RISK MODEL VALIDATION,The Journal of Risk Model Validation,1753-9579,"['BUSINESS, FINANCE']",
https://openalex.org/S175723052,Argumenta Oeconomica,ARGUMENTA OECONOMICA,Argumenta Oeconomica,1233-5835,[ECONOMICS],
https://openalex.org/S4210224324,Accounting Auditing & Accountability Journal,ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL,Accounting Auditing & Accountability Journal,0951-3574,"['BUSINESS, FINANCE']",
https://openalex.org/S18436875,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,International Journal of Electronic Commerce,1086-4415,[BUSINESS],
https://openalex.org/S4210224032,Journal of Family and Economic Issues,JOURNAL OF FAMILY AND ECONOMIC ISSUES,Journal of Family and Economic Issues,1058-0476,[ECONOMICS],
https://openalex.org/S151404345,JOURNAL OF POST KEYNESIAN ECONOMICS,JOURNAL OF POST KEYNESIAN ECONOMICS,Journal of Post Keynesian Economics,0160-3477,[ECONOMICS],
https://openalex.org/S203848637,RAE-Revista de Administracao de Empresas,RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS,Revista de Administração de Empresas,0034-7590,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S31690342,Strategic Entrepreneurship Journal,STRATEGIC ENTREPRENEURSHIP JOURNAL,Strategic Entrepreneurship Journal,1932-4391,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S4210198644,Economics of Transition and Institutional Change,ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE,Economics of Transition and Institutional Change,2577-6975,[ECONOMICS],
https://openalex.org/S2764718648,Water Economics and Policy,WATER ECONOMICS AND POLICY,Water Economics and Policy,2382-624X,"[ECONOMICS, ENVIRONMENTAL STUDIES]",
https://openalex.org/S4210210207,Journal of Management Analytics,JOURNAL OF MANAGEMENT ANALYTICS,Journal of Management Analytics,2327-0012,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S35298862,Journal of Macromarketing,JOURNAL OF MACROMARKETING,Journal of Macromarketing,0276-1467,[BUSINESS],
https://openalex.org/S55074384,B E Journal of Economic Analysis & Policy,B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,The B E Journal of Economic Analysis & Policy,2194-6108,[ECONOMICS],
https://openalex.org/S976474146,POLITICKA EKONOMIE,POLITICKA EKONOMIE,Politická ekonomie,0032-3233,[ECONOMICS],
https://openalex.org/S37814254,ECONOMIST-NETHERLANDS,ECONOMIST-NETHERLANDS,De Economist,0013-063X,[ECONOMICS],
https://openalex.org/S157427695,International Journal of Islamic and Middle Eastern Finance and Management,INTERNATIONAL JOURNAL OF ISLAMIC AND MIDDLE EASTERN FINANCE AND MANAGEMENT,International Journal of Islamic and Middle Eastern Finance and Management,1753-8394,"['BUSINESS, FINANCE', MANAGEMENT]",
https://openalex.org/S19358283,International Journal of Advertising,INTERNATIONAL JOURNAL OF ADVERTISING,International Journal of Advertising,0265-0487,"[BUSINESS, COMMUNICATION]",
https://openalex.org/S66510378,Critical Perspectives on Accounting,CRITICAL PERSPECTIVES ON ACCOUNTING,Critical Perspectives on Accounting,1045-2354,"['BUSINESS, FINANCE']",
https://openalex.org/S161221442,Abacus-A Journal of Accounting Finance and Business Studies,ABACUS-A JOURNAL OF ACCOUNTING FINANCE AND BUSINESS STUDIES,Abacus,0001-3072,"['BUSINESS, FINANCE']",
https://openalex.org/S122161766,JOURNAL OF FORECASTING,JOURNAL OF FORECASTING,Journal of Forecasting,0277-6693,"[ECONOMICS, MANAGEMENT]",
https://openalex.org/S4210190151,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,Omega,0305-0483,"[MANAGEMENT, OPERATIONS RESEARCH & MANAGEMENT SCIENCE]",
https://openalex.org/S154533451,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,IEEE Transactions on Engineering Management,0018-9391,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S191556934,Journal of Intellectual Capital,JOURNAL OF INTELLECTUAL CAPITAL,Journal of Intellectual Capital,1469-1930,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S4210181832,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,Total Quality Management & Business Excellence,1478-3363,[MANAGEMENT],
https://openalex.org/S181171746,JOURNAL OF ECONOMIC GROWTH,JOURNAL OF ECONOMIC GROWTH,Journal of Economic Growth,1381-4338,[ECONOMICS],
https://openalex.org/S155526628,North American Journal of Economics and Finance,NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,The North American Journal of Economics and Finance,1062-9408,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S93284759,Journal of Business Research,JOURNAL OF BUSINESS RESEARCH,Journal of Business Research,0148-2963,[BUSINESS],
https://openalex.org/S36178057,ECONOMICS LETTERS,ECONOMICS LETTERS,Economics Letters,0165-1765,[ECONOMICS],
https://openalex.org/S145572626,International Review of Financial Analysis,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,International Review of Financial Analysis,1057-5219,"['BUSINESS, FINANCE']",
https://openalex.org/S165253824,SCANDINAVIAN JOURNAL OF ECONOMICS,SCANDINAVIAN JOURNAL OF ECONOMICS,Scandinavian Journal of Economics,0347-0520,[ECONOMICS],
https://openalex.org/S4210189271,LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,Leadership & Organization Development Journal,0143-7739,[MANAGEMENT],
https://openalex.org/S171812798,Metroeconomica,METROECONOMICA,Metroeconomica,0026-1386,[ECONOMICS],
https://openalex.org/S16035445,ENTERPRISE & SOCIETY,ENTERPRISE & SOCIETY,Enterprise & Society,1467-2227,[BUSINESS],
https://openalex.org/S2898275063,European Research on Management and Business Economics,EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,European Research on Management and Business Economics,2444-8834,"[BUSINESS, ECONOMICS, MANAGEMENT]",
https://openalex.org/S140389752,Revista de Economia Mundial,REVISTA DE ECONOMIA MUNDIAL,Revista de Economía Mundial,1576-0162,[ECONOMICS],
https://openalex.org/S998097505,JOURNAL OF LAW & ECONOMICS,JOURNAL OF LAW & ECONOMICS,The Journal of Law and Economics,0022-2186,[ECONOMICS],
https://openalex.org/S128478731,MANAGEMENT INTERNATIONAL REVIEW,MANAGEMENT INTERNATIONAL REVIEW,Management International Review,0938-8249,[MANAGEMENT],
https://openalex.org/S133599136,ORGANIZATIONAL RESEARCH METHODS,ORGANIZATIONAL RESEARCH METHODS,Organizational Research Methods,1094-4281,[MANAGEMENT],
https://openalex.org/S121634618,Journal of Financial Stability,JOURNAL OF FINANCIAL STABILITY,Journal of Financial Stability,1572-3089,"['BUSINESS, FINANCE', ECONOMICS]",
https://openalex.org/S114801022,JOURNAL OF REGULATORY ECONOMICS,JOURNAL OF REGULATORY ECONOMICS,Journal of Regulatory Economics,0922-680X,[ECONOMICS],
https://openalex.org/S149205526,Chinese Management Studies,CHINESE MANAGEMENT STUDIES,Chinese Management Studies,1750-614X,[MANAGEMENT],
https://openalex.org/S203071086,Review of Managerial Science,REVIEW OF MANAGERIAL SCIENCE,Review of Managerial Science,1863-6683,[MANAGEMENT],
https://openalex.org/S76440981,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,Canadian Journal of Economics/Revue canadienne d économique,0008-4085,[ECONOMICS],
https://openalex.org/S118298121,Journal of Hospitality Marketing & Management,JOURNAL OF HOSPITALITY MARKETING & MANAGEMENT,Journal of Hospitality Marketing & Management,1936-8623,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S119587767,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,Journal of Business and Industrial Marketing,0885-8624,[BUSINESS],
https://openalex.org/S95323914,JOURNAL OF POLITICAL ECONOMY,JOURNAL OF POLITICAL ECONOMY,Journal of Political Economy,0022-3808,[ECONOMICS],
https://openalex.org/S145471836,EXPLORATIONS IN ECONOMIC HISTORY,EXPLORATIONS IN ECONOMIC HISTORY,Explorations in Economic History,0014-4983,[ECONOMICS],
https://openalex.org/S71377650,Baltic Journal of Economics,BALTIC JOURNAL OF ECONOMICS,Baltic Journal of Economics,1406-099X,[ECONOMICS],
https://openalex.org/S119950638,JOURNAL OF MARKETING RESEARCH,JOURNAL OF MARKETING RESEARCH,Journal of Marketing Research,0022-2437,[BUSINESS],
https://openalex.org/S172782825,CALIFORNIA MANAGEMENT REVIEW,CALIFORNIA MANAGEMENT REVIEW,California Management Review,0008-1256,"[BUSINESS, MANAGEMENT]",
https://openalex.org/S150702451,Global Finance Journal,GLOBAL FINANCE JOURNAL,Global Finance Journal,1044-0283,"['BUSINESS, FINANCE']",
https://openalex.org/S127742747,Journal of Econometrics,JOURNAL OF ECONOMETRICS,Journal of Econometrics,0304-4076,[ECONOMICS],
https://openalex.org/S160506855,ACCOUNTING REVIEW,ACCOUNTING REVIEW,The Accounting Review,0001-4826,"['BUSINESS, FINANCE']",
https://openalex.org/S184846731,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,The International Journal of Human Resource Management,0958-5192,[MANAGEMENT],
https://openalex.org/S86762183,JOURNAL OF ACCOUNTING AND PUBLIC POLICY,JOURNAL OF ACCOUNTING AND PUBLIC POLICY,Journal of Accounting and Public Policy,0278-4254,"['BUSINESS, FINANCE', PUBLIC ADMINISTRATION]",
