journal,source_id,journal_name,ISSN,verified
JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT,https://openalex.org/S187788904,Journal of Hospitality and Tourism Management,1447-6770,True
ECON JOURNAL WATCH,https://openalex.org/S188292526,Econ journal watch,1933-527X,True
CONSUMPTION MARKETS & CULTURE,https://openalex.org/S189738091,Consumption Markets & Culture,1025-3866,True
JOURNAL OF CONSUMER AFFAIRS,https://openalex.org/S189751245,Journal of Consumer Affairs,0022-0078,True
DEFENCE AND PEACE ECONOMICS,https://openalex.org/S191005381,Defence and Peace Economics,1024-2694,True
ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,https://openalex.org/S191031105,Asia Pacific Journal of Marketing and Logistics,1355-5855,True
JOURNAL OF FASHION MARKETING AND MANAGEMENT,https://openalex.org/S191114782,Journal of Fashion Marketing and Management,1361-2026,True
JOURNAL OF INTELLECTUAL CAPITAL,https://openalex.org/S191556934,Journal of Intellectual Capital,1469-1930,True
HUMAN RESOURCE DEVELOPMENT QUARTERLY,https://openalex.org/S191693275,Human Resource Development Quarterly,1044-8004,True
ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,https://openalex.org/S192056284,Economics of Innovation and New Technology,1043-8599,True
GROUP & ORGANIZATION MANAGEMENT,https://openalex.org/S192266589,Group & Organization Management,1059-6011,True
JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,https://openalex.org/S193228710,Journal of Financial and Quantitative Analysis,0022-1090,True
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,https://openalex.org/S193530623,Studies in Nonlinear Dynamics and Econometrics,1081-1826,True
INTERNATIONAL JOURNAL OF ADVERTISING,https://openalex.org/S19358283,International Journal of Advertising,0265-0487,True
GENEVA RISK AND INSURANCE REVIEW,https://openalex.org/S194824457,The Geneva Risk and Insurance Review,1554-964X,True
MARKETING THEORY,https://openalex.org/S195188575,Marketing Theory,1470-5931,True
ORGANIZATIONAL DYNAMICS,https://openalex.org/S195297104,Organizational Dynamics,0090-2616,True
MIT SLOAN MANAGEMENT REVIEW,https://openalex.org/S196034224,MIT Sloan management review,1532-8937,True
PROJECT MANAGEMENT JOURNAL,https://openalex.org/S196205230,Project Management Journal,8756-9728,True
CHINA ECONOMIC REVIEW,https://openalex.org/S19645890,China Economic Review,1043-951X,True
B E JOURNAL OF MACROECONOMICS,https://openalex.org/S196564809,The B E Journal of Macroeconomics,2194-6116,True
ANNUAL REVIEW OF ECONOMICS,https://openalex.org/S196715598,Annual Review of Economics,1941-1383,True
JOURNAL OF HUMAN CAPITAL,https://openalex.org/S196716848,Journal of Human Capital,1932-8575,True
FAMILY BUSINESS REVIEW,https://openalex.org/S196919950,Family Business Review,0894-4865,True
EMERGING MARKETS REVIEW,https://openalex.org/S197112600,Emerging Markets Review,1566-0141,True
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,https://openalex.org/S197145128,Journal of Organizational Change Management,0953-4814,True
BRITISH ACCOUNTING REVIEW,https://openalex.org/S197396629,The British Accounting Review,0890-8389,True
ECONOMICS & POLITICS,https://openalex.org/S197981039,Economics and Politics,0954-1985,True
JOURNAL OF INTERNATIONAL ECONOMICS,https://openalex.org/S198098467,Journal of International Economics,0022-1996,True
INSURANCE MATHEMATICS & ECONOMICS,https://openalex.org/S198325475,Insurance Mathematics and Economics,0167-6687,True
ACCOUNTING ORGANIZATIONS AND SOCIETY,https://openalex.org/S198892436,Accounting Organizations and Society,0361-3682,True
ECONOMICS & HUMAN BIOLOGY,https://openalex.org/S19927788,Economics & Human Biology,1570-677X,True
JOURNAL OF PUBLIC ECONOMICS,https://openalex.org/S199447588,Journal of Public Economics,0047-2727,True
INNOVATION-ORGANIZATION & MANAGEMENT,https://openalex.org/S199690760,Innovation,1447-9338,True
PACIFIC ECONOMIC REVIEW,https://openalex.org/S200274427,Pacific Economic Review,1361-374X,True
CEPAL REVIEW,https://openalex.org/S200768828,CEPAL review,0251-2920,True
MANCHESTER SCHOOL,https://openalex.org/S200838492,Manchester School,1463-6786,True
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,https://openalex.org/S200872515,Journal of Environmental Economics and Management,0095-0696,True
INTERNATIONAL JOURNAL OF MANPOWER,https://openalex.org/S201037040,International Journal of Manpower,0143-7720,True
APPLIED ECONOMICS,https://openalex.org/S201533460,Applied Economics,0003-6846,True
CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,https://openalex.org/S201675752,Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l Administration,0825-0383,True
REVIEW OF RADICAL POLITICAL ECONOMICS,https://openalex.org/S201928713,Review of Radical Political Economics,0486-6134,True
SCIENCE TECHNOLOGY AND SOCIETY,https://openalex.org/S202144432,Science Technology and Society,0971-7218,True
JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,https://openalex.org/S202178085,The Journal of Real Estate Finance and Economics,0895-5638,True
JOURNAL OF MATHEMATICAL ECONOMICS,https://openalex.org/S202934171,Journal of Mathematical Economics,0304-4068,True
REVIEW OF MANAGERIAL SCIENCE,https://openalex.org/S203071086,Review of Managerial Science,1863-6683,True
BULLETIN OF INDONESIAN ECONOMIC STUDIES,https://openalex.org/S203364070,Bulletin of Indonesian Economic Studies,0007-4918,True
RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS,https://openalex.org/S203848637,Revista de Administração de Empresas,0034-7590,True
QUARTERLY JOURNAL OF ECONOMICS,https://openalex.org/S203860005,The Quarterly Journal of Economics,0033-5533,True
SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,https://openalex.org/S204467137,SERIEs,1869-4187,True
BUSINESS STRATEGY AND THE ENVIRONMENT,https://openalex.org/S205793605,Business Strategy and the Environment,0964-4733,True
JOURNAL OF MONEY CREDIT AND BANKING,https://openalex.org/S2058785,Journal of money credit and banking,0022-2879,True
ELECTRONIC COMMERCE RESEARCH,https://openalex.org/S205929853,Electronic Commerce Research,1389-5753,True
ECONOMIC SYSTEMS,https://openalex.org/S206007305,Economic Systems,0939-3625,True
ORGANIZATION SCIENCE,https://openalex.org/S206124708,Organization Science,1047-7039,True
ECONOMIC INQUIRY,https://openalex.org/S206615888,Economic Inquiry,0095-2583,True
ASIA PACIFIC JOURNAL OF HUMAN RESOURCES,https://openalex.org/S206927904,Asia Pacific Journal of Human Resources,1038-4111,True
JOURNAL OF FINANCIAL ECONOMETRICS,https://openalex.org/S207154782,Journal of Financial Econometrics,1479-8409,True
IMF ECONOMIC REVIEW,https://openalex.org/S21260181,IMF Economic Review,2041-4161,True
INTERNATIONAL FINANCE,https://openalex.org/S2165841,International Finance,1367-0271,True
ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,https://openalex.org/S22247924,Entrepreneurship and Regional Development,0898-5626,True
FINANZARCHIV,https://openalex.org/S22315241,FinanzArchiv Public Finance Analysis,0015-2218,True
ASIAN ECONOMIC POLICY REVIEW,https://openalex.org/S23010633,Asian Economic Policy Review,1832-8105,True
JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,https://openalex.org/S23218617,Journal of International Trade & Economic Development,0963-8199,True
AMERICAN ECONOMIC REVIEW,https://openalex.org/S23254222,American Economic Review,0002-8282,True
INTERNATIONAL BUSINESS REVIEW,https://openalex.org/S23343376,International Business Review,0969-5931,True
CUSTOS E AGRONEGOCIO ON LINE,https://openalex.org/S2484743993,Custos e @gronegócio online,1808-2882,True
ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,https://openalex.org/S2494413385,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,0424-267X,True
BUSINESS PROCESS MANAGEMENT JOURNAL,https://openalex.org/S2508752,Business Process Management Journal,1463-7154,True
JOURNAL OF RETAILING AND CONSUMER SERVICES,https://openalex.org/S25235501,Journal of Retailing and Consumer Services,0969-6989,True
OXFORD ECONOMIC PAPERS-NEW SERIES,https://openalex.org/S26073974,Oxford Economic Papers,0030-7653,True
ECONOMIA POLITICA,https://openalex.org/S26598852,Economia Politica,1120-2890,True
CLIMATE CHANGE ECONOMICS,https://openalex.org/S26772273,Climate Change Economics,2010-0078,True
INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,https://openalex.org/S267729,International Transactions in Operational Research,0969-6016,True
JOURNAL OF THE ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS,https://openalex.org/S2735550652,Journal of the Association of Environmental and Resource Economists,2333-5955,True
WORLD BANK ECONOMIC REVIEW,https://openalex.org/S2735890421,The World Bank Economic Review,0258-6770,True
LATIN AMERICAN ECONOMIC REVIEW,https://openalex.org/S2737251658,Latin American Economic Review,2196-436X,True
RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,https://openalex.org/S2738281210,Review of Business Management,1806-4892,True
HEALTH ECONOMICS REVIEW,https://openalex.org/S2738551320,Health Economics Review,2191-1991,True
OECONOMIA COPERNICANA,https://openalex.org/S2738677470,Oeconomia Copernicana,2083-1277,True
ACADEMY OF MANAGEMENT ANNALS,https://openalex.org/S27614628,Academy of Management Annals,1941-6520,True
JOURNAL OF BRAND MANAGEMENT,https://openalex.org/S27632631,Journal of Brand Management,1350-231X,True
JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE,https://openalex.org/S2764372386,Journal of Behavioral and Experimental Finance,2214-6350,True
ENTREPRENEURSHIP RESEARCH JOURNAL,https://openalex.org/S2764465404,Entrepreneurship Research Journal,2194-6175,True
KOREAN ECONOMIC REVIEW,https://openalex.org/S2764532243,Korean Economic Review/The Korean economic review,0254-3737,True
JOURNAL OF SOCIAL MARKETING,https://openalex.org/S2764583656,Journal of Social Marketing,2042-6763,True
INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,https://openalex.org/S2764594251,Engineering Economics,1392-2785,True
REVIEW OF KEYNESIAN ECONOMICS,https://openalex.org/S2764655866,Review of Keynesian Economics,2049-5323,True
JOURNAL OF CHOICE MODELLING,https://openalex.org/S2764690196,Journal of Choice Modelling,1755-5345,True
WATER ECONOMICS AND POLICY,https://openalex.org/S2764718648,Water Economics and Policy,2382-624X,True
INVESTMENT ANALYSTS JOURNAL,https://openalex.org/S2764792399,Investment Analysts Journal,1029-3523,True
EURASIAN BUSINESS REVIEW,https://openalex.org/S2764805720,Eurasian Economic Review,1309-4297,True
SERVICE SCIENCE,https://openalex.org/S2764807039,Service Science,2164-3962,True
BORSA ISTANBUL REVIEW,https://openalex.org/S2764882396,Borsa Istanbul Review,2214-8450,True
MULTINATIONAL BUSINESS REVIEW,https://openalex.org/S2764892107,Multinational Business Review,1525-383X,True
JOURNAL OF THE ECONOMICS OF AGEING,https://openalex.org/S2764905104,The Journal of the Economics of Ageing,2212-828X,True
GLOBAL STRATEGY JOURNAL,https://openalex.org/S2765008422,Global Strategy Journal,2042-5791,True
JOURNAL OF RISK MODEL VALIDATION,https://openalex.org/S2765036361,The Journal of Risk Model Validation,1753-9579,True
SPORT MARKETING QUARTERLY,https://openalex.org/S2765057658,Sport Marketing Quarterly,1061-6934,True
JOURNAL OF FOREST ECONOMICS,https://openalex.org/S27827792,Journal of Forest Economics,1104-6899,True
JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,https://openalex.org/S27967161,Journal of theoretical and applied electronic commerce research,0718-1876,True
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,https://openalex.org/S2875300,Review of International Political Economy,0969-2290,True
JOURNAL OF BANKING & FINANCE,https://openalex.org/S2876017,Journal of Banking & Finance,0378-4266,True
ORGANIZATION STUDIES,https://openalex.org/S28882882,Organization Studies,0170-8406,True
ECONOMICS OF TRANSPORTATION,https://openalex.org/S2898237991,Economics of Transportation,2212-0122,True
EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,https://openalex.org/S2898275063,European Research on Management and Business Economics,2444-8834,True
JOURNAL OF INNOVATION & KNOWLEDGE,https://openalex.org/S2898307581,Journal of Innovation & Knowledge,2530-7614,True
BRQ-BUSINESS RESEARCH QUARTERLY,https://openalex.org/S2898409089,BRQ Business Research Quarterly,2340-9444,True
JOURNAL OF COMMODITY MARKETS,https://openalex.org/S2898531903,Journal of commodity markets,2405-8513,True
REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,https://openalex.org/S2898542531,Revista de Contabilidad,1138-4891,True
ECONOMIC ANALYSIS AND POLICY,https://openalex.org/S2898574612,Economic Analysis and Policy,0313-5926,True
PACIFIC-BASIN FINANCE JOURNAL,https://openalex.org/S29049940,Pacific-Basin Finance Journal,0927-538X,True
SPANISH JOURNAL OF FINANCE AND ACCOUNTING-REVISTA ESPANOLA DE FINANCIACION Y CONTABILIDAD,https://openalex.org/S2913545599,Spanish Journal of Finance and Accounting / Revista Española de Financiación y Contabilidad,0210-2412,True
MARKETING INTELLIGENCE & PLANNING,https://openalex.org/S29817978,Marketing Intelligence & Planning,0263-4503,True
CESIFO ECONOMIC STUDIES,https://openalex.org/S30207186,CESifo Economic Studies,1610-241X,True
GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT-ZEITSCHRIFT FUR PERSONALFORSCHUNG,https://openalex.org/S3022066471,German Journal of Human Resource Management Zeitschrift für Personalforschung,2397-0022,True
FINANCIAL INNOVATION,https://openalex.org/S3034727917,Financial Innovation,2199-4730,True
JOURNAL OF CULTURAL ECONOMICS,https://openalex.org/S31225034,Journal of Cultural Economics,0885-2545,True
STRATEGIC ENTREPRENEURSHIP JOURNAL,https://openalex.org/S31690342,Strategic Entrepreneurship Journal,1932-4391,True
INDUSTRIAL MARKETING MANAGEMENT,https://openalex.org/S31748134,Industrial Marketing Management,0019-8501,True
ACCOUNTING AND BUSINESS RESEARCH,https://openalex.org/S323237,Accounting and Business Research,0001-4788,True
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,https://openalex.org/S32361082,European Review of Agricultural Economics,0165-1587,True
DECISION ANALYSIS,https://openalex.org/S33235364,Decision Analysis,1545-8490,True
MANAGEMENT SCIENCE,https://openalex.org/S33323087,Management Science,0025-1909,True
ECONOMETRICS JOURNAL,https://openalex.org/S33519306,Econometrics Journal,1368-4221,True
ACADEMY OF MANAGEMENT PERSPECTIVES,https://openalex.org/S33741590,Academy of Management Perspectives,1558-9080,True
SERVICE BUSINESS,https://openalex.org/S3409213,Service Business,1862-8516,True
RAND JOURNAL OF ECONOMICS,https://openalex.org/S34139249,The RAND Journal of Economics,0741-6261,True
REVIEW OF INDUSTRIAL ORGANIZATION,https://openalex.org/S3416249,Review of Industrial Organization,0889-938X,True
JOURNAL OF PRODUCTIVITY ANALYSIS,https://openalex.org/S34280410,Journal of Productivity Analysis,0895-562X,True
EMPLOYEE RELATIONS,https://openalex.org/S34542846,Employee Relations,0142-5455,True
VENTURE CAPITAL,https://openalex.org/S34941771,Venture Capital,1369-1066,True
INTERNATIONAL REVIEW OF FINANCE,https://openalex.org/S35246616,International Review of Finance,1369-412X,True
JOURNAL OF MACROMARKETING,https://openalex.org/S35298862,Journal of Macromarketing,0276-1467,True
INFORMATION AND ORGANIZATION,https://openalex.org/S35363033,Information and Organization,1471-7727,True
INTERNATIONAL MARKETING REVIEW,https://openalex.org/S35673206,International Marketing Review,0265-1335,True
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,https://openalex.org/S3593595,Australian Journal of Agricultural and Resource Economics,1364-985X,True
ECONOMICS LETTERS,https://openalex.org/S36178057,Economics Letters,0165-1765,True
INDUSTRY AND INNOVATION,https://openalex.org/S36209479,Industry and Innovation,1366-2716,True
INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,https://openalex.org/S36547454,International Entrepreneurship and Management Journal,1554-7191,True
JOURNAL OF AFRICAN ECONOMIES,https://openalex.org/S36588791,Journal of African Economies,0963-8024,True
EUROPEAN JOURNAL OF LAW AND ECONOMICS,https://openalex.org/S37173775,European Journal of Law and Economics,0929-1261,True
JOURNAL OF PUBLIC POLICY & MARKETING,https://openalex.org/S37376905,Journal of Public Policy & Marketing,0743-9156,True
PUBLIC MANAGEMENT REVIEW,https://openalex.org/S37623806,Public Management Review,1471-9037,True
HUMAN RESOURCE DEVELOPMENT REVIEW,https://openalex.org/S37660120,Human Resource Development Review,1534-4843,True
ECONOMIST-NETHERLANDS,https://openalex.org/S37814254,De Economist,0013-063X,True
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,https://openalex.org/S38024979,Journal of International Business Studies,0047-2506,True
JOURNAL OF BUSINESS LOGISTICS,https://openalex.org/S38350834,Journal of Business Logistics,0735-3766,True
INTERNATIONAL JOURNAL OF ACCOUNTING INFORMATION SYSTEMS,https://openalex.org/S38901890,International Journal of Accounting Information Systems,1467-0895,True
RESEARCH IN TRANSPORTATION ECONOMICS,https://openalex.org/S39263009,Research in Transportation Economics,0739-8859,True
INTERNATIONAL JOURNAL OF FORECASTING,https://openalex.org/S39841227,International Journal of Forecasting,0169-2070,True
JOURNAL OF APPLIED ECONOMICS,https://openalex.org/S40285785,Journal of Applied Economics,1514-0326,True
JOURNAL OF MARKETING FOR HIGHER EDUCATION,https://openalex.org/S40814766,Journal of Marketing for HIGHER EDUCATION,0884-1241,True
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,https://openalex.org/S41302103,International Journal of Physical Distribution & Logistics Management,0960-0035,True
HARVARD BUSINESS REVIEW,https://openalex.org/S41416626,Harvard business review,0017-8012,True
SMALL BUSINESS ECONOMICS,https://openalex.org/S41869786,Small Business Economics,0921-898X,True
JAPANESE ECONOMIC REVIEW,https://openalex.org/S41930762,Japanese Economic Review,1352-4739,True
JOURNAL OF CONSUMER BEHAVIOUR,https://openalex.org/S41958068,Journal of Consumer Behaviour,1472-0817,True
JOURNAL OF LAW ECONOMICS & ORGANIZATION,https://openalex.org/S4210168091,The Journal of Law Economics and Organization,8756-6222,True
ANNUAL REVIEW OF FINANCIAL ECONOMICS,https://openalex.org/S4210170931,Annual Review of Financial Economics,1941-1367,True
JOURNAL OF RISK,https://openalex.org/S4210171086,The Journal of Risk,1465-1211,True
ACCOUNTING AND FINANCE,https://openalex.org/S4210171597,Accounting and Finance,0810-5391,True
COMPTABILITE CONTROLE AUDIT,https://openalex.org/S4210172125,Comptabilité - Contrôle - Audit,1262-2788,True
JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,https://openalex.org/S4210172902,Journal of Institutional and Theoretical Economics JITE,0932-4569,True
AMERICAN JOURNAL OF HEALTH ECONOMICS,https://openalex.org/S4210173595,American Journal of Health Economics,2332-3493,True
INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT,https://openalex.org/S4210173643,International Journal of Health Economics and Management,2199-9023,True
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,https://openalex.org/S4210173904,Brookings Papers on Economic Activity,0007-2303,True
AMERICAN ECONOMIC REVIEW-INSIGHTS,https://openalex.org/S4210174288,American Economic Review Insights,2640-205X,True
ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,https://openalex.org/S4210179427,Academia Revista Latinoamericana de Administración,1012-8255,True
TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,https://openalex.org/S4210181832,Total Quality Management & Business Excellence,1478-3363,True
JOURNAL OF COMPETITIVENESS,https://openalex.org/S4210186250,Journal of Competitiveness,1804-171X,True
JOURNAL OF COMPETITION LAW & ECONOMICS,https://openalex.org/S4210186350,Journal of Competition Law & Economics,1744-6414,True
LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,https://openalex.org/S4210189271,Leadership & Organization Development Journal,0143-7739,True
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,https://openalex.org/S4210190151,Omega,0305-0483,True
ASIA-PACIFIC JOURNAL OF FINANCIAL STUDIES,https://openalex.org/S4210190745,Asia-Pacific Journal of Financial Studies,2041-9945,True
APPLIED ECONOMIC ANALYSIS,https://openalex.org/S4210191200,Applied Economic Analysis,2632-7627,True
WORK AGING AND RETIREMENT,https://openalex.org/S4210193058,Work Aging and Retirement,2054-4650,True
ECONOMIC CHANGE AND RESTRUCTURING,https://openalex.org/S4210193400,Economic Change and Restructuring,1573-9414,True
ESTUDIOS DE ECONOMIA,https://openalex.org/S4210197148,Estudios de economía,0718-5286,True
ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE,https://openalex.org/S4210198644,Economics of Transition and Institutional Change,2577-6975,True
APPLIED ECONOMIC PERSPECTIVES AND POLICY,https://openalex.org/S4210201861,Applied Economic Perspectives and Policy,2040-5790,True
INFORMS JOURNAL ON APPLIED ANALYTICS,https://openalex.org/S4210202212,INFORMS Journal on Applied Analytics,2644-0865,True
ACADEMY OF MANAGEMENT DISCOVERIES,https://openalex.org/S4210202650,Academy of Management Discoveries,2168-1007,True
ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,https://openalex.org/S4210203108,Asia-Pacific Journal of Accounting & Economics,1608-1625,True
MILITARY OPERATIONS RESEARCH,https://openalex.org/S4210205092,Military Operations Research,1082-5983,True
QME-QUANTITATIVE MARKETING AND ECONOMICS,https://openalex.org/S4210206015,Quantitative Marketing and Economics,1570-7156,True
ASIAN ECONOMIC PAPERS,https://openalex.org/S4210209722,Asian Economic Papers,1535-3516,True
JOURNAL OF MANAGEMENT ANALYTICS,https://openalex.org/S4210210207,Journal of Management Analytics,2327-0012,True
CROSS CULTURAL & STRATEGIC MANAGEMENT,https://openalex.org/S4210210387,Cross Cultural & Strategic Management,2059-5794,True
E & M EKONOMIE A MANAGEMENT,https://openalex.org/S4210214577,E+M Ekonomie a Management,1212-3609,True
PRAGUE ECONOMIC PAPERS,https://openalex.org/S4210214909,Prague Economic Papers,1210-0455,True
SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,https://openalex.org/S4210215964,South African Journal of Business Management,2078-5585,True
BUSINESS ETHICS THE ENVIRONMENT & RESPONSIBILITY,https://openalex.org/S4210218449,Business Ethics the Environment & Responsibility,2694-6416,True
JOURNAL OF DEMOGRAPHIC ECONOMICS,https://openalex.org/S4210218653,Journal of Demographic Economics,2054-0892,True
INTERNATIONAL JOURNAL OF LOGISTICS-RESEARCH AND APPLICATIONS,https://openalex.org/S4210220312,International Journal of Logistics Research and Applications,1367-5567,True
ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,https://openalex.org/S4210220385,Economics,1864-6042,True
JOURNAL OF FAMILY AND ECONOMIC ISSUES,https://openalex.org/S4210224032,Journal of Family and Economic Issues,1058-0476,True
ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL,https://openalex.org/S4210224324,Accounting Auditing & Accountability Journal,0951-3574,True
JOURNAL OF SERVICE THEORY AND PRACTICE,https://openalex.org/S4210224898,Journal of Service Theory and Practice,2055-6225,True
JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS,https://openalex.org/S4210233753,Journal of Behavioral and Experimental Economics,2214-8043,True
BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,https://openalex.org/S4210235487,Betriebswirtschaftliche Forschung und Praxis,0340-5370,True
INTERNATIONAL TAX AND PUBLIC FINANCE,https://openalex.org/S42192170,International Tax and Public Finance,0927-5940,True
AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,https://openalex.org/S42893225,American Economic Journal Applied Economics,1945-7782,True
PHARMACOECONOMICS,https://openalex.org/S43019230,PharmacoEconomics,1170-7690,True
FEDERAL RESERVE BANK OF ST LOUIS REVIEW,https://openalex.org/S43156200,Review,0014-9187,True
INTERNATIONAL JOURNAL OF ARTS MANAGEMENT,https://openalex.org/S4363607656,International Journal of Arts Management,1480-8986,True
R & D MANAGEMENT,https://openalex.org/S43637407,R and D Management,0033-6807,True
ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,https://openalex.org/S4394735553,Annals of Public and Cooperative Economics,1370-4788,True
HITOTSUBASHI JOURNAL OF ECONOMICS,https://openalex.org/S44261207,Hitotsubashi journal of economics,0018-280X,True
BUSINESS & SOCIETY,https://openalex.org/S44376543,Business & Society,0007-6503,True
JOURNAL OF ECONOMIC DYNAMICS & CONTROL,https://openalex.org/S44585919,Journal of Economic Dynamics and Control,0165-1889,True
JOURNAL OF RESEARCH IN INTERACTIVE MARKETING,https://openalex.org/S45224653,Journal of Research in Interactive Marketing,2040-7122,True
WORLD ECONOMY,https://openalex.org/S45372229,World Economy,0378-5920,True
ACADEMY OF MANAGEMENT LEARNING & EDUCATION,https://openalex.org/S45682993,Academy of Management Learning and Education,1537-260X,True
ECONOMIC JOURNAL,https://openalex.org/S45992627,The Economic Journal,0013-0133,True
ACADEMY OF MANAGEMENT REVIEW,https://openalex.org/S46763546,Academy of Management Review,0363-7425,True
ECONOMIC AND SOCIAL REVIEW,https://openalex.org/S47389216,Economic and social review,0012-9984,True
GLOBAL ECONOMIC REVIEW,https://openalex.org/S47824075,Global Economic Review,1226-508X,True
JOURNAL OF BUSINESS FINANCE & ACCOUNTING,https://openalex.org/S48254654,Journal of Business Finance &amp Accounting,0306-686X,True
MIS QUARTERLY EXECUTIVE,https://openalex.org/S48312676,MIS Quarterly Executive,1540-1960,True
CHINA & WORLD ECONOMY,https://openalex.org/S48661868,China & World Economy,1671-2234,True
JOURNAL OF SPORTS ECONOMICS,https://openalex.org/S49327401,Journal of Sports Economics,1527-0025,True
SERVICE INDUSTRIES JOURNAL,https://openalex.org/S49331332,Service Industries Journal,0264-2069,True
ECONOMETRIC THEORY,https://openalex.org/S49389958,Econometric Theory,0266-4666,True
INTERNATIONAL LABOUR REVIEW,https://openalex.org/S50174339,International Labour Review,0020-7780,True
REVISTA DE HISTORIA ECONOMICA,https://openalex.org/S50758683,Revista de Historia Econ�mica / Journal of Iberian and Latin American Economic History,0212-6109,True
ENGINEERING ECONOMIST,https://openalex.org/S51113653,The Engineering Economist,0013-791X,True
INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,https://openalex.org/S52328560,International Journal of Shipping and Transport Logistics,1756-6517,True
JOURNAL OF ECONOMIC METHODOLOGY,https://openalex.org/S52333995,Journal of Economic Methodology,1350-178X,True
JOURNAL OF REAL ESTATE RESEARCH,https://openalex.org/S52721111,Journal of Real Estate Research,0896-5803,True
JOURNAL OF FINANCE,https://openalex.org/S5353659,The Journal of Finance,0022-1082,True
AMERICAN LAW AND ECONOMICS REVIEW,https://openalex.org/S53993439,American Law and Economics Review,1465-7252,True
B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,https://openalex.org/S55074384,The B E Journal of Economic Analysis & Policy,2194-6108,True
RESEARCH IN ORGANIZATIONAL BEHAVIOR,https://openalex.org/S55099511,Research in Organizational Behavior,0191-3085,True
JOURNAL OF PURCHASING AND SUPPLY MANAGEMENT,https://openalex.org/S55239356,Journal of Purchasing and Supply Management,1478-4092,True
INFORMATION SYSTEMS AND E-BUSINESS MANAGEMENT,https://openalex.org/S56271844,Information Systems and e-Business Management,1617-9846,True
NEGOTIATION JOURNAL,https://openalex.org/S57049600,Negotiation Journal,0748-4526,True
AUSTRALIAN ECONOMIC PAPERS,https://openalex.org/S57522439,Australian Economic Papers,0004-900X,True
JOURNAL OF HOUSING ECONOMICS,https://openalex.org/S57862637,Journal of Housing Economics,1051-1377,True
ECONOMIC THEORY,https://openalex.org/S579031,Economic Theory,0938-2259,True
