,index,selector,inCites,id,ror,display_name,country_code,works_count,cited_by_count,substring,score,matching_type,chosen,organization_established,organization_id,organization_types
124,0,1,Florida Atlantic University,https://openalex.org/I63772739,https://ror.org/05p8w6387,Florida Atlantic University,US,36478,1486517,Florida Atlantic University,1.0,EXACT,True,1961.0,https://ror.org/05p8w6387,['education' 'funder']
125,0,1,Florida International University,https://openalex.org/I19700959,https://ror.org/02gz6gg07,Florida International University,US,62810,3155193,Florida International University,1.0,EXACT,True,1965.0,https://ror.org/02gz6gg07,['education' 'funder']
126,0,1,Florida State University,https://openalex.org/I103163165,https://ror.org/05g3dte14,Florida State University,US,103269,7838309,Florida State University,1.0,EXACT,True,1851.0,https://ror.org/05g3dte14,['education' 'funder']
127,0,1,Fordham University,https://openalex.org/I164389053,https://ror.org/03qnxaf80,Fordham University,US,28393,714510,Fordham University,1.0,EXACT,True,1841.0,https://ror.org/03qnxaf80,['education' 'funder']
128,0,1,Free University of Berlin,https://openalex.org/I75951250,https://ror.org/046ak2485,Freie Universität Berlin,DE,135416,8164741,Free University of Berlin,1.0,EXACT,True,1948.0,https://ror.org/046ak2485,['education' 'funder']
129,0,1,Free University of Bozen-Bolzano,https://openalex.org/I171543936,https://ror.org/012ajp527,Free University of Bozen-Bolzano,IT,13777,472703,Free University of Bozen-Bolzano,1.0,EXACT,True,1997.0,https://ror.org/012ajp527,['education' 'funder']
130,0,1,Fudan University,https://openalex.org/I24943067,https://ror.org/013q1eq08,Fudan University,CN,223038,18200513,Fudan University,1.0,EXACT,True,1905.0,https://ror.org/013q1eq08,['education' 'funder']
131,0,3,G d'Annunzio University of Chieti-Pescara,https://openalex.org/I39387349,https://ror.org/00qjgza05,University of Chieti-Pescara,IT,30931,2226038,Chieti University,0.86,HEURISTICS,False,1960.0,https://ror.org/00qjgza05,['education' 'funder']
132,1,3,G d'Annunzio University of Chieti-Pescara,,,,,,,Chieti University,0.72,HEURISTICS,False,2018.0,https://ror.org/03pqrrt27,['education']
133,2,3,G d'Annunzio University of Chieti-Pescara,https://openalex.org/I4210159918,https://ror.org/05r9v2c42,Ana G. Mendez University System,PR,625,9177,d'Annunzio University,0.63,HEURISTICS,False,1941.0,https://ror.org/05r9v2c42,['education']
134,0,1,George Mason University,https://openalex.org/I162714631,https://ror.org/02jqj7156,George Mason University,US,78053,3056801,George Mason University,1.0,EXACT,True,1957.0,https://ror.org/02jqj7156,['education' 'funder']
135,0,1,George Washington University,https://openalex.org/I193531525,https://ror.org/00y4zzh67,George Washington University,US,107127,5709716,George Washington University,1.0,EXACT,True,1821.0,https://ror.org/00y4zzh67,['education' 'funder']
136,0,1,Georgetown University,https://openalex.org/I184565670,https://ror.org/05vzafd60,Georgetown University,US,101587,6648947,Georgetown University,1.0,EXACT,True,1789.0,https://ror.org/05vzafd60,['education' 'funder']
137,0,1,Georgia Institute of Technology,https://openalex.org/I130701444,https://ror.org/01zkghx44,Georgia Institute of Technology,US,184446,16715191,Georgia Institute of Technology,1.0,EXACT,True,1885.0,https://ror.org/01zkghx44,['education' 'funder']
138,0,1,Georgia State University,https://openalex.org/I181565077,https://ror.org/03qt6ba18,Georgia State University,US,60388,3119379,Georgia State University,1.0,EXACT,True,1913.0,https://ror.org/03qt6ba18,['education' 'funder']
139,0,1,Getulio Vargas Foundation,https://openalex.org/I44202434,https://ror.org/01evzkn27,Fundação Getulio Vargas,BR,15791,214182,Getulio Vargas Foundation,1.0,EXACT,True,1944.0,https://ror.org/01evzkn27,['education' 'funder']
140,0,1,Ghent University,https://openalex.org/I32597200,https://ror.org/00cv9y106,Ghent University,BE,157097,15307457,Ghent University,1.0,EXACT,True,1817.0,https://ror.org/00cv9y106,['education' 'funder']
141,0,1,Goethe University Frankfurt,https://openalex.org/I114090438,https://ror.org/04cvxnb49,Goethe University Frankfurt,DE,150913,12388360,Goethe University Frankfurt,1.0,EXACT,True,1914.0,https://ror.org/04cvxnb49,['education' 'funder']
142,0,1,Griffith University,https://openalex.org/I11701301,https://ror.org/02sc3r913,Griffith University,AU,90438,4972413,Griffith University,1.0,EXACT,True,1971.0,https://ror.org/02sc3r913,['education' 'funder']
143,0,3,Guangdong University of Finance & Economics,https://openalex.org/I201459984,https://ror.org/0459pv085,Guangdong University Of Finances and Economics,CN,7370,69593,Guangdong University of Finance & Economics,0.99,COMMON TERMS,True,1983.0,https://ror.org/0459pv085,['education']
144,1,3,Guangdong University of Finance & Economics,https://openalex.org/I163732180,https://ror.org/02ayg6516,Guangxi University of Finance and Economics,CN,2184,15739,Guangdong University of Finance & Economics,0.93,COMMON TERMS,False,2006.0,https://ror.org/02ayg6516,['education' 'funder']
145,2,3,Guangdong University of Finance & Economics,https://openalex.org/I4210152533,https://ror.org/04v7yv031,Lanzhou University of Finance and Economics,CN,2504,52471,Guangdong University of Finance & Economics,0.89,COMMON TERMS,False,1952.0,https://ror.org/04v7yv031,['education']
146,0,1,Guangdong University of Foreign Studies,https://openalex.org/I186272606,https://ror.org/00fhc9y79,Guangdong University of Foreign Studies,CN,10993,131340,Guangdong University of Foreign Studies,1.0,EXACT,True,1965.0,https://ror.org/00fhc9y79,['education' 'funder']
147,0,1,HSE University (National Research University Higher School of Economics),https://openalex.org/I118501908,https://ror.org/055f7t516,National Research University Higher School of Economics,RU,60370,717335,HSE University National Research University Higher School of Economics,1.0,COMMON TERMS,True,1992.0,https://ror.org/055f7t516,['education' 'funder']
148,0,1,Hang Seng University of Hong Kong,https://openalex.org/I47605537,https://ror.org/04fa64g55,The Hang Seng University of Hong Kong,CN,2086,44166,Hang Seng University of Hong Kong,1.0,EXACT,True,1980.0,https://ror.org/04fa64g55,['education']
149,0,1,Hanken School of Economics,https://openalex.org/I5085271,https://ror.org/026086s92,Hanken School of Economics,FI,3904,191599,Hanken School of Economics,1.0,EXACT,True,1909.0,https://ror.org/026086s92,['education']
150,0,1,Hanyang University,https://openalex.org/I4575257,https://ror.org/046865y68,Hanyang University,KR,86799,5257062,Hanyang University,1.0,EXACT,True,1939.0,https://ror.org/046865y68,['education' 'funder']
151,0,1,Harbin Institute of Technology,https://openalex.org/I204983213,https://ror.org/01yqg2h08,Harbin Institute of Technology,CN,200085,12712711,Harbin Institute of Technology,1.0,EXACT,True,1920.0,https://ror.org/01yqg2h08,['education' 'funder']
152,0,1,Harvard University,https://openalex.org/I136199984,https://ror.org/03vek6s52,Harvard University,US,669120,135415872,Harvard University,1.0,EXACT,True,1636.0,https://ror.org/03vek6s52,['education' 'funder']
153,0,3,Hautes Etudes Commerciales (HEC) Paris,https://openalex.org/I83860666,https://ror.org/0423jsj19,HEC Paris,FR,4859,155522,Hautes Etudes Commerciales HEC Paris,0.9,COMMON TERMS,True,1881.0,https://ror.org/0423jsj19,['education']
154,1,3,Hautes Etudes Commerciales (HEC) Paris,https://openalex.org/I4210163462,https://ror.org/05fj0ng27,École Pratique des Hautes Études Commerciales,BE,645,2113,Hautes Etudes Commerciales HEC Paris,0.74,COMMON TERMS,False,,https://ror.org/05fj0ng27,['education']
155,2,3,Hautes Etudes Commerciales (HEC) Paris,https://openalex.org/I4210138196,https://ror.org/03ctqg407,HEC Paris in Qatar,QA,585,6569,Hautes Etudes Commerciales HEC Paris,0.73,COMMON TERMS,False,1995.0,https://ror.org/03ctqg407,['education']
156,0,1,Hebrew University of Jerusalem,https://openalex.org/I197251160,https://ror.org/03qxff017,Hebrew University of Jerusalem,IL,137233,10174264,Hebrew University of Jerusalem,1.0,EXACT,True,1925.0,https://ror.org/03qxff017,['education' 'funder']
157,0,1,Hefei University of Technology,https://openalex.org/I16365422,https://ror.org/02czkny70,Hefei University of Technology,CN,59365,2955685,Hefei University of Technology,1.0,EXACT,True,1945.0,https://ror.org/02czkny70,['education' 'funder']
158,0,1,Heriot Watt University,https://openalex.org/I32062511,https://ror.org/04mghma93,Heriot-Watt University,GB,31650,1633845,Heriot Watt University,1.0,EXACT,True,1821.0,https://ror.org/04mghma93,['education' 'funder']
159,0,1,Hitotsubashi University,https://openalex.org/I111428342,https://ror.org/04jqj7p05,Hitotsubashi University,JP,7348,135869,Hitotsubashi University,1.0,EXACT,True,1920.0,https://ror.org/04jqj7p05,['education']
160,0,3,Ho Chi Minh City University Economics,https://openalex.org/I181727666,https://ror.org/010yce376,University of Economics Ho Chi Minh City,VN,6397,154630,Ho Chi Minh City University Economics,0.96,COMMON TERMS,True,1976.0,https://ror.org/010yce376,['education' 'funder']
161,1,3,Ho Chi Minh City University Economics,https://openalex.org/I4387153637,https://ror.org/00rpn1945,Ho Chi Minh City University of Economics and Finance,,580,7106,Ho Chi Minh City University Economics,0.83,COMMON TERMS,False,2007.0,https://ror.org/00rpn1945,['education']
162,2,3,Ho Chi Minh City University Economics,https://openalex.org/I4210104442,https://ror.org/01cs0jg44,Ho Chi Minh City University of Education,VN,1906,18285,Ho Chi Minh City University Economics,0.83,COMMON TERMS,False,1957.0,https://ror.org/01cs0jg44,['education']
163,0,1,Hong Kong Baptist University,https://openalex.org/I141568987,https://ror.org/0145fw131,Hong Kong Baptist University,HK,34962,2122067,Hong Kong Baptist University,1.0,EXACT,True,1956.0,https://ror.org/0145fw131,['education' 'funder']
164,0,1,Hong Kong Polytechnic University,https://openalex.org/I14243506,https://ror.org/0030zas98,Hong Kong Polytechnic University,HK,137350,8487035,Hong Kong Polytechnic University,1.0,EXACT,True,1937.0,https://ror.org/0030zas98,['education' 'funder']
165,0,1,Hong Kong University of Science & Technology,https://openalex.org/I200769079,https://ror.org/00q4vv597,Hong Kong University of Science and Technology,HK,87993,7907388,Hong Kong University of Science & Technology,1.0,PHRASE,True,1991.0,https://ror.org/00q4vv597,['education' 'funder']
166,0,1,Huazhong University of Science & Technology,https://openalex.org/I47720641,https://ror.org/00p991c53,Huazhong University of Science and Technology,CN,242091,21449041,Huazhong University of Science & Technology,1.0,PHRASE,True,1953.0,https://ror.org/00p991c53,['education' 'funder']
167,0,3,Humboldt University of Berlin,https://openalex.org/I249157770,https://ror.org/01prjcc04,SRH University Berlin,DE,735,8843,Berlin University,0.89,HEURISTICS,False,2002.0,https://ror.org/01prjcc04,['education']
168,1,3,Humboldt University of Berlin,https://openalex.org/I75951250,https://ror.org/046ak2485,Freie Universität Berlin,DE,135416,8164741,University of Berlin,0.89,HEURISTICS,False,1948.0,https://ror.org/046ak2485,['education' 'funder']
169,2,3,Humboldt University of Berlin,https://openalex.org/I192389796,https://ror.org/02qt0xs84,Humboldt State University,US,13390,572320,Humboldt University,0.86,HEURISTICS,False,1913.0,https://ror.org/02qt0xs84,['education' 'funder']
170,0,1,Hunan University,https://openalex.org/I16609230,https://ror.org/05htk5m33,Hunan University,CN,88260,9143261,Hunan University,1.0,EXACT,True,976.0,https://ror.org/05htk5m33,['education' 'funder']
171,0,1,IE University,https://openalex.org/I125068653,https://ror.org/02jjdwm75,IE University,ES,5277,128964,IE University,1.0,EXACT,True,1997.0,https://ror.org/02jjdwm75,['education']
172,0,1,IESEG School of Management,https://openalex.org/I4210148300,https://ror.org/04jqeag92,Institut d'Economie Scientifique Et de Gestion,FR,5390,117101,IESEG School of Management,1.0,EXACT,True,1964.0,https://ror.org/04jqeag92,['education']
173,0,3,INRAE,https://openalex.org/I4210088668,https://ror.org/003vg9w96,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",FR,113123,2650919,INRAE,0.9,PHRASE,True,2020.0,https://ror.org/003vg9w96,['funder' 'government']
174,1,3,INRAE,https://openalex.org/I4210115851,https://ror.org/027nk1z82,INRAD (United States),US,14,699,INRAE,0.8,FUZZY,False,1981.0,https://ror.org/027nk1z82,['company']
175,2,3,INRAE,https://openalex.org/I4400009026,https://ror.org/00p7v1s94,Résistance Induite et Bioprotection des Plantes,,238,9043,INRAE,0.71,PHRASE,False,2012.0,https://ror.org/00p7v1s94,['facility']
176,0,3,INSEAD Business School,,,,,,,INSEAD Business School,0.91,FUZZY,True,1975.0,https://ror.org/02xba8z29,['education']
177,1,3,INSEAD Business School,https://openalex.org/I2802912561,https://ror.org/01tkb3y54,GISMA Business School,DE,67,590,INSEAD Business School,0.88,COMMON TERMS,False,1999.0,https://ror.org/01tkb3y54,['education']
178,2,3,INSEAD Business School,https://openalex.org/I4400600934,https://ror.org/02f3ymk52,ICN Business School,,1865,18313,INSEAD Business School,0.88,FUZZY,False,,https://ror.org/02f3ymk52,['education']
179,0,1,IPAG Business School,https://openalex.org/I4210099530,https://ror.org/00w56r274,IPAG Business School,FR,2569,72446,IPAG Business School,1.0,EXACT,True,1965.0,https://ror.org/00w56r274,['education']
180,0,3,IZA Institute Labor Economics,https://openalex.org/I197518295,https://ror.org/029s44460,IZA - Institute of Labor Economics,DE,29776,659952,IZA Institute Labor Economics,0.95,COMMON TERMS,True,1998.0,https://ror.org/029s44460,['funder' 'nonprofit']
181,1,3,IZA Institute Labor Economics,https://openalex.org/I4210149697,https://ror.org/04r837x41,Institute of Economics,LV,505,8725,IZA Institute Labor Economics,0.82,FUZZY,False,1946.0,https://ror.org/04r837x41,['nonprofit']
182,2,3,IZA Institute Labor Economics,https://openalex.org/I52700163,https://ror.org/04w441351,Levy Economics Institute of Bard College,US,1345,26964,IZA Institute Labor Economics,0.79,COMMON TERMS,False,1986.0,https://ror.org/04w441351,['nonprofit']
183,0,3,Ifo Institut,https://openalex.org/I4210160917,https://ror.org/05nq89q24,Institute for Fermentation,JP,1428,75960,Ifo Institut,0.63,COMMON TERMS,False,1944.0,https://ror.org/05nq89q24,['funder' 'other']
184,1,3,Ifo Institut,https://openalex.org/I3130438513,https://ror.org/02jqtg033,Institute for Energy Technology,NO,4594,169264,Ifo Institut,0.62,FUZZY,False,1948.0,https://ror.org/02jqtg033,['facility']
185,2,3,Ifo Institut,https://openalex.org/I4400008948,https://ror.org/032ry8695,Instituto del Conurbano,,12,41,Ifo Institut,0.57,FUZZY,False,,https://ror.org/032ry8695,['facility']
186,0,3,Ihsan Dogramaci Bilkent University,https://openalex.org/I168864056,https://ror.org/02vh8a032,Bilkent University,TR,21192,1518263,Ihsan Dogramaci Bilkent University,0.94,COMMON TERMS,True,1984.0,https://ror.org/02vh8a032,['education' 'funder']
187,1,3,Ihsan Dogramaci Bilkent University,,,,,,,Ihsan Dogramaci Bilkent University,0.73,FUZZY,False,2019.0,https://ror.org/02zjzr085,['education']
188,2,3,Ihsan Dogramaci Bilkent University,https://openalex.org/I3132555969,https://ror.org/01vg6n598,Darul Ihsan University,BD,132,716,Ihsan Dogramaci Bilkent University,0.68,COMMON TERMS,False,1989.0,https://ror.org/01vg6n598,['education']
189,0,1,Illinois State University,https://openalex.org/I47301684,https://ror.org/050kcr883,Illinois State University,US,21112,694963,Illinois State University,1.0,EXACT,True,1857.0,https://ror.org/050kcr883,['education' 'funder']
190,0,1,Imperial College London,https://openalex.org/I47508984,https://ror.org/041kmwe10,Imperial College London,GB,355561,37939154,Imperial College London,1.0,EXACT,True,1907.0,https://ror.org/041kmwe10,['education' 'funder']
191,0,1,Indiana University Bloomington,https://openalex.org/I4210119109,https://ror.org/02k40bc56,Indiana University Bloomington,US,99306,9799228,Indiana University Bloomington,1.0,EXACT,True,1820.0,https://ror.org/02k40bc56,['education' 'funder']
192,0,1,Institut Polytechnique de Paris,https://openalex.org/I4210145102,https://ror.org/042tfbd02,Institut Polytechnique de Paris,FR,5503,171642,Institut Polytechnique de Paris,1.0,EXACT,True,2019.0,https://ror.org/042tfbd02,['education']
193,0,3,Instituto Universitario de Lisboa,https://openalex.org/I110026055,https://ror.org/014837179,Iscte – Instituto Universitário de Lisboa,PT,14734,348299,Instituto Universitario de Lisboa,0.92,PHRASE,True,1972.0,https://ror.org/014837179,['education' 'funder']
194,1,3,Instituto Universitario de Lisboa,https://openalex.org/I4210130395,https://ror.org/02qchka04,Instituto Universitario de Oaxaca,MX,18,66,Instituto Universitario de Lisboa,0.88,COMMON TERMS,False,2004.0,https://ror.org/02qchka04,['education']
195,2,3,Instituto Universitario de Lisboa,,,,,,,Instituto Universitario de Lisboa,0.85,PHRASE,False,,https://ror.org/038586y26,['education']
196,0,1,International Monetary Fund,https://openalex.org/I1310145890,https://ror.org/05m4rmw09,International Monetary Fund,US,23016,938759,International Monetary Fund,1.0,EXACT,True,1945.0,https://ror.org/05m4rmw09,['funder' 'other']
197,0,1,Iowa State University,https://openalex.org/I173911158,https://ror.org/04rswrd78,Iowa State University,US,184074,11481098,Iowa State University,1.0,EXACT,True,1858.0,https://ror.org/04rswrd78,['education' 'funder']
198,0,3,Islamic Azad University,https://openalex.org/I4400573191,https://ror.org/00pwbq328,"Islamic Azad University, Babol",,1736,16397,Islamic Azad University,0.88,PHRASE,False,,https://ror.org/00pwbq328,['education']
199,1,3,Islamic Azad University,https://openalex.org/I204588832,https://ror.org/01y4xm534,"Islamic Azad University, Karaj",IR,6737,115291,Islamic Azad University,0.88,FUZZY,False,1984.0,https://ror.org/01y4xm534,['education']
200,2,3,Islamic Azad University,https://openalex.org/I110525433,https://ror.org/01kzn7k21,"Islamic Azad University, Tehran",IR,39166,647550,Islamic Azad University,0.87,FUZZY,False,1982.0,https://ror.org/01kzn7k21,['education' 'funder']
201,0,1,Jiangxi University of Finance & Economics,https://openalex.org/I59649739,https://ror.org/03efmyj29,Jiangxi University of Finance and Economics,CN,10373,198611,Jiangxi University of Finance & Economics,1.0,PHRASE,True,1923.0,https://ror.org/03efmyj29,['education' 'funder']
202,0,1,Jilin University,https://openalex.org/I194450716,https://ror.org/00js3aw79,Jilin University,CN,166362,13185508,Jilin University,1.0,EXACT,True,1946.0,https://ror.org/00js3aw79,['education' 'funder']
203,0,1,Jinan University,https://openalex.org/I159948400,https://ror.org/02xe5ns62,Jinan University,CN,64415,4219660,Jinan University,1.0,EXACT,True,1906.0,https://ror.org/02xe5ns62,['education' 'funder']
204,0,3,Johannes Kepler University Linz,https://openalex.org/I121883995,https://ror.org/052r2xn60,Johannes Kepler University of Linz,AT,34398,1488193,Johannes Kepler University Linz,0.95,COMMON TERMS,True,1966.0,https://ror.org/052r2xn60,['education']
205,1,3,Johannes Kepler University Linz,https://openalex.org/I4210119171,https://ror.org/02h3bfj85,Kepler Universitätsklinikum,AT,2826,69814,Kepler University,0.73,HEURISTICS,False,2016.0,https://ror.org/02h3bfj85,['funder' 'healthcare']
206,2,3,Johannes Kepler University Linz,https://openalex.org/I4399657969,https://ror.org/00t12va36,Energieinstitut an der Johannes Kepler Universität Linz,,116,3769,Johannes Kepler University Linz,0.7,COMMON TERMS,False,,https://ror.org/00t12va36,['nonprofit']
207,0,1,Johns Hopkins University,https://openalex.org/I145311948,https://ror.org/00za53h95,Johns Hopkins University,US,447667,63557744,Johns Hopkins University,1.0,EXACT,True,1876.0,https://ror.org/00za53h95,['education' 'funder']
208,0,1,Jonkoping University,https://openalex.org/I94616838,https://ror.org/03t54am93,Jönköping University,SE,10106,385500,Jonkoping University,1.0,EXACT,True,1977.0,https://ror.org/03t54am93,['education']
209,0,1,KU Leuven,https://openalex.org/I99464096,https://ror.org/05f950310,KU Leuven,BE,288873,26434355,KU Leuven,1.0,EXACT,True,1425.0,https://ror.org/05f950310,['education' 'funder']
210,0,1,Kansas State University,https://openalex.org/I189590672,https://ror.org/05p1j8758,Kansas State University,US,73203,5412067,Kansas State University,1.0,EXACT,True,1863.0,https://ror.org/05p1j8758,['education' 'funder']
211,0,1,Karlsruhe Institute of Technology,https://openalex.org/I102335020,https://ror.org/04t3en479,Karlsruhe Institute of Technology,DE,156659,10356772,Karlsruhe Institute of Technology,1.0,EXACT,True,2009.0,https://ror.org/04t3en479,['education' 'funder']
212,0,1,Kedge Business School,https://openalex.org/I51205905,https://ror.org/00wk3s644,Kedge Business School,FR,4601,91389,Kedge Business School,1.0,EXACT,True,1874.0,https://ror.org/00wk3s644,['education']
213,0,1,Keio University,https://openalex.org/I203951103,https://ror.org/02kn6nx58,Keio University,JP,112551,6881540,Keio University,1.0,EXACT,True,1858.0,https://ror.org/02kn6nx58,['education' 'funder']
214,0,1,Kiel Institute for the World Economy,https://openalex.org/I1308524038,https://ror.org/032yym934,Kiel Institute for the World Economy,DE,4089,113224,Kiel Institute for the World Economy,1.0,EXACT,True,1914.0,https://ror.org/032yym934,['facility' 'funder']
215,0,1,King Abdulaziz University,https://openalex.org/I185163786,https://ror.org/02ma4wv74,King Abdulaziz University,SA,88140,4563589,King Abdulaziz University,1.0,EXACT,True,1967.0,https://ror.org/02ma4wv74,['education' 'funder']
216,0,1,King's College London,https://openalex.org/I183935753,https://ror.org/0220mzb33,King's College London,GB,236931,20168152,King's College London,1.0,EXACT,True,1829.0,https://ror.org/0220mzb33,['education' 'funder']
217,0,1,Kobe University,https://openalex.org/I65837984,https://ror.org/03tgsfw79,Kobe University,JP,86301,6339403,Kobe University,1.0,EXACT,True,1949.0,https://ror.org/03tgsfw79,['education' 'funder']
218,0,3,Korea Advanced Institute of Science & Technology (KAIST),https://openalex.org/I157485424,https://ror.org/05apxxy63,Korea Advanced Institute of Science and Technology,KR,108175,8438073,Korea Advanced Institute of Science & Technology KAIST,0.94,COMMON TERMS,True,1971.0,https://ror.org/05apxxy63,['education' 'funder']
219,1,3,Korea Advanced Institute of Science & Technology (KAIST),https://openalex.org/I4210140519,https://ror.org/04qh86j58,Korean Association Of Science and Technology Studies,KR,2193,119331,Korea Advanced Institute of Science & Technology KAIST,0.85,COMMON TERMS,False,2000.0,https://ror.org/04qh86j58,['other']
220,2,3,Korea Advanced Institute of Science & Technology (KAIST),https://openalex.org/I58716616,https://ror.org/05kzfa883,Korea Institute of Science and Technology,KR,36838,3115094,Korea Advanced Institute of Science & Technology KAIST,0.85,COMMON TERMS,False,1966.0,https://ror.org/05kzfa883,['facility' 'funder']
221,0,1,Korea University,https://openalex.org/I197347611,https://ror.org/047dqcg40,Korea University,KR,108902,8856884,Korea University,1.0,EXACT,True,1905.0,https://ror.org/047dqcg40,['education' 'funder']
222,0,1,Kozminski University,https://openalex.org/I111398093,https://ror.org/033wpf256,Kozminski University,PL,3792,37193,Kozminski University,1.0,EXACT,True,1993.0,https://ror.org/033wpf256,['education']
223,0,1,Kyoto University,https://openalex.org/I22299242,https://ror.org/02kpeqv85,Kyoto University,JP,335085,28140176,Kyoto University,1.0,EXACT,True,1897.0,https://ror.org/02kpeqv85,['education' 'funder']
224,0,1,Kyung Hee University,https://openalex.org/I35928602,https://ror.org/01zqcg218,Kyung Hee University,KR,69366,4315586,Kyung Hee University,1.0,EXACT,True,1949.0,https://ror.org/01zqcg218,['education' 'funder']
225,0,1,La Trobe University,https://openalex.org/I196829312,https://ror.org/01rxfrp27,La Trobe University,AU,87817,3911723,La Trobe University,1.0,EXACT,True,1964.0,https://ror.org/01rxfrp27,['education' 'funder']
226,0,1,Lahore University of Management Sciences,https://openalex.org/I207789805,https://ror.org/05b5x4a35,Lahore University of Management Sciences,PK,6065,179144,Lahore University of Management Sciences,1.0,EXACT,True,1984.0,https://ror.org/05b5x4a35,['education' 'funder']
227,0,1,Lancaster University,https://openalex.org/I67415387,https://ror.org/04f2nsd36,Lancaster University,GB,77351,5810374,Lancaster University,1.0,EXACT,True,1964.0,https://ror.org/04f2nsd36,['education' 'funder']
228,0,3,Lappeenranta-Lahti University of Technology LUT,https://openalex.org/I63548447,https://ror.org/0208vgz68,Lappeenranta-Lahti University of Technology,FI,17405,1043240,Lappeenranta Lahti University of Technology LUT,0.96,COMMON TERMS,True,1969.0,https://ror.org/0208vgz68,['education' 'funder']
229,1,3,Lappeenranta-Lahti University of Technology LUT,https://openalex.org/I22716506,https://ror.org/03panb555,Lanzhou University of Technology,CN,26745,1017068,University of Technology,0.89,HEURISTICS,False,1919.0,https://ror.org/03panb555,['education' 'funder']
230,2,3,Lappeenranta-Lahti University of Technology LUT,https://openalex.org/I4210107186,https://ror.org/01hgb6e08,Hamedan University of Technology,IR,3146,71096,Lappeenranta Lahti University of Technology LUT,0.76,FUZZY,False,2006.0,https://ror.org/01hgb6e08,['education' 'funder']
231,0,1,Laval University,https://openalex.org/I43406934,https://ror.org/04sjchr03,Université Laval,CA,122576,8513275,Laval University,1.0,EXACT,True,1663.0,https://ror.org/04sjchr03,['education' 'funder']
232,0,1,Lehigh University,https://openalex.org/I186143895,https://ror.org/012afjb06,Lehigh University,US,39376,2027789,Lehigh University,1.0,EXACT,True,1865.0,https://ror.org/012afjb06,['education' 'funder']
233,0,1,Leibniz University Hannover,https://openalex.org/I114112103,https://ror.org/0304hq317,Leibniz University Hannover,DE,68608,5513349,Leibniz University Hannover,1.0,EXACT,True,1831.0,https://ror.org/0304hq317,['education' 'funder']
234,0,3,Leuphana University Luneburg,https://openalex.org/I113456305,https://ror.org/02w2y2t16,Leuphana University of Lüneburg,DE,11769,548710,Leuphana University Luneburg,0.95,COMMON TERMS,True,1946.0,https://ror.org/02w2y2t16,['education' 'funder']
235,1,3,Leuphana University Luneburg,https://openalex.org/I186903577,https://ror.org/036x5ad56,University of Luxembourg,LU,59118,1409571,Leuphana University Luneburg,0.73,FUZZY,False,2003.0,https://ror.org/036x5ad56,['education' 'funder']
236,2,3,Leuphana University Luneburg,https://openalex.org/I161941770,https://ror.org/00kgrkn83,University of Lucerne,CH,9036,161460,Leuphana University Luneburg,0.65,FUZZY,False,2000.0,https://ror.org/00kgrkn83,['education']
237,0,1,Linkoping University,https://openalex.org/I102134673,https://ror.org/05ynxx418,Linköping University,SE,82932,5741839,Linkoping University,1.0,EXACT,True,1969.0,https://ror.org/05ynxx418,['education' 'funder']
238,0,1,London Business School,https://openalex.org/I61544103,https://ror.org/001c2sn75,London Business School,GB,8609,626615,London Business School,1.0,EXACT,True,1964.0,https://ror.org/001c2sn75,['education' 'funder']
239,0,3,London School Economics & Political Science,https://openalex.org/I909854389,https://ror.org/0090zs177,London School of Economics and Political Science,GB,68766,2490250,London School Economics & Political Science,0.97,COMMON TERMS,True,1895.0,https://ror.org/0090zs177,['education' 'funder']
240,1,3,London School Economics & Political Science,https://openalex.org/I2801373344,https://ror.org/02svqj611,London School of Business and Finance,GB,531,22041,London School Economics & Political Science,0.56,COMMON TERMS,False,2003.0,https://ror.org/02svqj611,['education']
241,2,3,London School Economics & Political Science,https://openalex.org/I2799858192,https://ror.org/01j1n1798,London School of Business and Management,GB,1595,56572,London School Economics & Political Science,0.52,COMMON TERMS,False,,https://ror.org/01j1n1798,['education']
242,0,1,Loughborough University,https://openalex.org/I143804889,https://ror.org/04vg4w365,Loughborough University,GB,82369,3263026,Loughborough University,1.0,EXACT,True,1909.0,https://ror.org/04vg4w365,['education' 'funder']
243,0,1,Louisiana State University,https://openalex.org/I121820613,https://ror.org/05ect4e57,Louisiana State University,US,109672,7695116,Louisiana State University,1.0,EXACT,True,1860.0,https://ror.org/05ect4e57,['education' 'funder']
244,0,3,Luiss Guido Carli University,https://openalex.org/I56441308,https://ror.org/01q8b6q23,Libera Università Internazionale degli Studi Sociali Guido Carli,IT,6398,106400,Carli University,0.81,HEURISTICS,False,1974.0,https://ror.org/01q8b6q23,['education' 'funder']
245,1,3,Luiss Guido Carli University,https://openalex.org/I108290504,https://ror.org/03ad39j10,University of Pisa,IT,125559,11616704,Luiss Guido Carli University,0.65,FUZZY,False,1343.0,https://ror.org/03ad39j10,['education' 'funder']
246,2,3,Luiss Guido Carli University,https://openalex.org/I1850255,https://ror.org/02s6k3f65,University of Basel,CH,101721,9634024,Luiss Guido Carli University,0.64,FUZZY,False,1460.0,https://ror.org/02s6k3f65,['education' 'funder']
247,0,1,Lund University,https://openalex.org/I187531555,https://ror.org/012a77v79,Lund University,SE,219652,20588153,Lund University,1.0,EXACT,True,1666.0,https://ror.org/012a77v79,['education' 'funder']
